"INCIDENT_KEY","VICTIM_ID","VICTIM_AGE_GROUP","VICTIM_SEX","VICTIM_RACE","STAT_MURDER_FLG"
"299453927","299453927-1","25-44","MALE","BLACK","N"
"212336415","212336415-1","18-24","MALE","BLACK","N"
"280768895","280768895-1","25-44","MALE","BLACK","N"
"141824677","141824677-27687","25-44","MALE","BLACK HISPANIC","N"
"270079203","270079203-1","45-64","MALE","BLACK","Y"
"138882700","138882700-26963","25-44","MALE","BLACK","N"
"138882700","138882700-26964","45-64","MALE","BLACK","N"
"289881880","289881880-1","25-44","MALE","WHITE HISPANIC","N"
"305930898","305930898-1","25-44","MALE","BLACK","N"
"138899428","138899428-26973","18-24","MALE","BLACK","N"
"138899428","138899428-26974","18-24","MALE","BLACK","N"
"139621460","139621460-27183","25-44","MALE","BLACK","N"
"212640532","212640532-1","25-44","MALE","BLACK","N"
"9953248","9953248-8163","18-24","MALE","BLACK","N"
"10137418","10137418-8227","25-44","MALE","BLACK","N"
"10137428","10137428-8239","45-64","FEMALE","BLACK","N"
"10187494","10187494-8258","25-44","MALE","BLACK","N"
"10187496","10187496-8260","25-44","MALE","WHITE HISPANIC","N"
"10187501","10187501-8266","<18","FEMALE","BLACK","N"
"10187502","10187502-8267","18-24","MALE","BLACK","N"
"10187517","10187517-8285","18-24","MALE","BLACK","N"
"10240242","10240242-8294","18-24","MALE","WHITE HISPANIC","N"
"10333320","10333320-8333","18-24","MALE","BLACK","N"
"10411015","10411015-8378","25-44","MALE","BLACK","N"
"10411018","10411018-8381","18-24","MALE","WHITE HISPANIC","N"
"10660756","10660756-8494","25-44","MALE","BLACK","Y"
"10879209","10879209-8586","18-24","MALE","BLACK","N"
"10953928","10953928-8628","18-24","MALE","BLACK","N"
"10953928","10953928-8629","25-44","MALE","BLACK","N"
"10953944","10953944-8647","<18","MALE","BLACK","N"
"11118200","11118200-8696","25-44","MALE","BLACK","Y"
"11118203","11118203-8702","25-44","MALE","BLACK","N"
"11118222","11118222-8725","18-24","MALE","WHITE","Y"
"11118232","11118232-8736","25-44","MALE","BLACK","Y"
"11118232","11118232-8737","45-64","MALE","BLACK","N"
"11118248","11118248-8755","25-44","MALE","BLACK","N"
"11118839","11118839-8661","25-44","MALE","BLACK","N"
"11118851","11118851-8674","25-44","MALE","BLACK","N"
"12679343","12679343-8759","25-44","MALE","BLACK","N"
"12679344","12679344-8760","<18","MALE","BLACK","N"
"12679353","12679353-8770","18-24","MALE","BLACK","N"
"12679353","12679353-8771","18-24","MALE","BLACK","N"
"12679353","12679353-8772","18-24","MALE","BLACK","N"
"12835935","12835935-8781","25-44","MALE","BLACK","N"
"15400535","15400535-8813","18-24","MALE","BLACK","N"
"15400536","15400536-8814","18-24","MALE","WHITE HISPANIC","N"
"15400564","15400564-8850","25-44","MALE","WHITE HISPANIC","Y"
"16631426","16631426-8859","18-24","FEMALE","BLACK","N"
"16631450","16631450-8887","25-44","MALE","WHITE HISPANIC","N"
"16631457","16631457-8896","25-44","MALE","WHITE HISPANIC","N"
"16631470","16631470-8913","<18","MALE","BLACK","N"
"16631475","16631475-8924","25-44","MALE","BLACK","Y"
"16631479","16631479-8934","25-44","MALE","BLACK","N"
"16631479","16631479-8959","18-24","MALE","BLACK","N"
"16631482","16631482-8938","25-44","MALE","BLACK","N"
"16631493","16631493-8953","18-24","MALE","BLACK","Y"
"16692685","16692685-9011","25-44","MALE","BLACK","N"
"16814038","16814038-9085","18-24","MALE","BLACK","N"
"16814045","16814045-9093","18-24","MALE","BLACK","N"
"16895010","16895010-9105","18-24","MALE","BLACK HISPANIC","N"
"16895048","16895048-9154","25-44","MALE","WHITE","N"
"23354055","23354055-9166","18-24","MALE","BLACK","N"
"23354055","23354055-9167","18-24","MALE","BLACK","N"
"23354070","23354070-9187","18-24","MALE","BLACK","N"
"23354120","23354120-9261","18-24","MALE","WHITE HISPANIC","N"
"23354137","23354137-9280","25-44","MALE","WHITE HISPANIC","N"
"23354143","23354143-9287","18-24","MALE","BLACK","N"
"23354144","23354144-9288","18-24","MALE","BLACK","N"
"23444498","23444498-9386","18-24","MALE","BLACK","N"
"23471265","23471265-9399","18-24","MALE","BLACK","Y"
"23525523","23525523-9452","18-24","MALE","WHITE HISPANIC","Y"
"23525523","23525523-9453","18-24","FEMALE","WHITE HISPANIC","N"
"23525528","23525528-9461","25-44","MALE","BLACK","Y"
"23525528","23525528-9462","25-44","MALE","BLACK","N"
"23722471","23722471-9595","18-24","FEMALE","BLACK","N"
"23722471","23722471-9596","18-24","MALE","BLACK","N"
"23822591","23822591-9664","25-44","MALE","WHITE","N"
"23904201","23904201-9731","25-44","MALE","BLACK","Y"
"23904203","23904203-9732","18-24","MALE","BLACK","N"
"23904206","23904206-9734","25-44","MALE","WHITE HISPANIC","N"
"23945312","23945312-9764","25-44","MALE","BLACK","Y"
"23945312","23945312-9765","18-24","MALE","BLACK","Y"
"23945312","23945312-9766","25-44","MALE","BLACK","N"
"23999557","23999557-9802","18-24","MALE","BLACK","N"
"23999559","23999559-9806","25-44","MALE","WHITE HISPANIC","N"
"24050471","24050471-9827","18-24","MALE","WHITE HISPANIC","N"
"24103844","24103844-9882","18-24","MALE","BLACK","N"
"24103854","24103854-9899","25-44","MALE","BLACK","N"
"24142871","24142871-9913","18-24","MALE","BLACK","N"
"24157443","24157443-9915","<18","MALE","BLACK","N"
"24157459","24157459-9942","<18","MALE","BLACK","N"
"24157459","24157459-9943","18-24","MALE","BLACK","N"
"24264433","24264433-10002","25-44","MALE","BLACK HISPANIC","N"
"24264433","24264433-10003","25-44","MALE","BLACK HISPANIC","N"
"24303625","24303625-10016","18-24","MALE","BLACK","Y"
"24320687","24320687-10025","18-24","MALE","WHITE HISPANIC","N"
"24418561","24418561-10073","25-44","MALE","ASIAN / PACIFIC ISLANDER","Y"
"24516760","24516760-10120","18-24","MALE","BLACK HISPANIC","N"
"24550985","24550985-10133","25-44","MALE","BLACK","N"
"24577499","24577499-10156","18-24","MALE","WHITE HISPANIC","N"
"24591359","24591359-10163","25-44","MALE","BLACK","N"
"24591360","24591360-10164","18-24","MALE","BLACK","N"
"24626214","24626214-10180","25-44","MALE","BLACK","N"
"24626218","24626218-10186","18-24","MALE","BLACK","N"
"24643628","24643628-10197","25-44","MALE","BLACK","N"
"24717009","24717009-10227","18-24","MALE","BLACK","N"
"24717015","24717015-10235","18-24","MALE","BLACK","N"
"24756397","24756397-10241","25-44","FEMALE","WHITE HISPANIC","N"
"24814495","24814495-10255","18-24","MALE","BLACK HISPANIC","N"
"24814497","24814497-10257","25-44","MALE","BLACK","N"
"24888640","24888640-10298","<18","MALE","BLACK","Y"
"24888640","24888640-10299","<18","MALE","BLACK","N"
"24888644","24888644-10302","25-44","MALE","BLACK","N"
"25012787","25012787-10348","UNKNOWN","MALE","BLACK","N"
"25012787","25012787-10349","25-44","MALE","BLACK","N"
"25139792","25139792-10396","25-44","MALE","BLACK","N"
"25207004","25207004-10409","25-44","MALE","BLACK","Y"
"25344912","25344912-10468","18-24","MALE","BLACK","N"
"25344914","25344914-10471","18-24","MALE","BLACK","N"
"25490116","25490116-10550","18-24","MALE","BLACK","N"
"25490118","25490118-10556","<18","MALE","BLACK","N"
"25527192","25527192-10563","18-24","MALE","BLACK","N"
"25527195","25527195-10566","18-24","FEMALE","BLACK","N"
"25574775","25574775-10577","25-44","MALE","WHITE","N"
"25607888","25607888-10603","25-44","MALE","BLACK","Y"
"25713835","25713835-10651","18-24","MALE","BLACK HISPANIC","N"
"25713837","25713837-10654","25-44","MALE","BLACK","Y"
"25911847","25911847-10711","25-44","MALE","BLACK","N"
"25911849","25911849-10713","18-24","MALE","BLACK","N"
"25932836","25932836-10728","25-44","MALE","BLACK","N"
"26010439","26010439-10768","18-24","MALE","BLACK","Y"
"26233902","26233902-10844","<18","MALE","BLACK","N"
"26344232","26344232-10871","18-24","MALE","BLACK","Y"
"26430179","26430179-10882","25-44","MALE","BLACK","N"
"26439482","26439482-10886","18-24","MALE","BLACK","N"
"26530375","26530375-10903","18-24","MALE","BLACK","N"
"26530375","26530375-10904","<18","MALE","BLACK","N"
"26699360","26699360-10957","25-44","MALE","BLACK","N"
"26805787","26805787-10970","25-44","MALE","BLACK","N"
"26929483","26929483-11005","18-24","FEMALE","BLACK","N"
"26947143","26947143-11007","18-24","MALE","BLACK","N"
"27008267","27008267-11017","<18","MALE","BLACK","N"
"27078637","27078637-11026","18-24","MALE","BLACK","N"
"27105895","27105895-11030","25-44","MALE","BLACK","N"
"27126161","27126161-11038","18-24","MALE","BLACK","N"
"27126161","27126161-11039","25-44","MALE","BLACK","N"
"27126161","27126161-11040","18-24","MALE","BLACK","N"
"27353809","27353809-11088","<18","MALE","BLACK","N"
"27501000","27501000-11115","18-24","MALE","BLACK","N"
"27616451","27616451-11142","25-44","MALE","BLACK","N"
"28187785","28187785-11166","18-24","MALE","BLACK","N"
"28206267","28206267-11167","25-44","MALE","BLACK","N"
"28268456","28268456-11193","45-64","MALE","BLACK","Y"
"28349211","28349211-11215","25-44","MALE","WHITE HISPANIC","Y"
"28349211","28349211-11216","18-24","MALE","WHITE HISPANIC","N"
"28446322","28446322-11236","25-44","MALE","BLACK","N"
"28560897","28560897-11259","18-24","MALE","WHITE HISPANIC","N"
"28575963","28575963-11263","<18","MALE","BLACK","N"
"28575963","28575963-11264","18-24","MALE","BLACK","N"
"28575963","28575963-11265","18-24","MALE","BLACK","N"
"28575963","28575963-11266","<18","FEMALE","BLACK","N"
"28620014","28620014-11287","18-24","MALE","WHITE HISPANIC","N"
"28654489","28654489-11307","18-24","MALE","BLACK","N"
"28883130","28883130-11361","18-24","MALE","WHITE HISPANIC","Y"
"28907941","28907941-11373","18-24","MALE","BLACK","N"
"28980865","28980865-11398","25-44","MALE","WHITE HISPANIC","N"
"29024304","29024304-11418","25-44","MALE","BLACK","N"
"29059033","29059033-11431","25-44","MALE","BLACK","N"
"29129302","29129302-11458","<18","MALE","BLACK","N"
"29129302","29129302-11459","<18","MALE","BLACK","N"
"29129304","29129304-11461","18-24","MALE","BLACK","Y"
"29210901","29210901-11487","18-24","MALE","BLACK","N"
"29210902","29210902-11488","25-44","MALE","BLACK","N"
"29210902","29210902-11489","25-44","MALE","BLACK","N"
"29210902","29210902-11490","<18","MALE","BLACK","N"
"29210902","29210902-11491","25-44","FEMALE","BLACK","N"
"29277324","29277324-11518","18-24","MALE","BLACK HISPANIC","Y"
"29277327","29277327-11522","25-44","MALE","WHITE HISPANIC","N"
"29301877","29301877-11533","<18","MALE","BLACK HISPANIC","N"
"29301877","29301877-11534","18-24","MALE","BLACK HISPANIC","N"
"29301877","29301877-11535","18-24","MALE","BLACK HISPANIC","N"
"29301877","29301877-11536","18-24","FEMALE","BLACK HISPANIC","N"
"29373509","29373509-11572","18-24","MALE","BLACK","N"
"29373511","29373511-11575","25-44","MALE","BLACK","N"
"29388844","29388844-11580","<18","MALE","WHITE HISPANIC","Y"
"29406948","29406948-11588","<18","MALE","BLACK","N"
"32155719","32155719-11616","18-24","MALE","WHITE HISPANIC","Y"
"32155729","32155729-11626","<18","FEMALE","BLACK","N"
"32155729","32155729-11627","18-24","FEMALE","BLACK","N"
"32155729","32155729-11628","25-44","MALE","BLACK","N"
"32155729","32155729-11629","18-24","MALE","BLACK","N"
"32155731","32155731-11631","18-24","MALE","BLACK","N"
"32155733","32155733-11634","18-24","MALE","BLACK","N"
"32155733","32155733-11635","18-24","MALE","BLACK","N"
"32527923","32527923-11685","25-44","MALE","BLACK","Y"
"32821782","32821782-11779","18-24","MALE","BLACK HISPANIC","N"
"32852892","32852892-11789","18-24","FEMALE","BLACK","N"
"32852892","32852892-11790","18-24","MALE","BLACK","N"
"32852892","32852892-11791","<18","MALE","BLACK","N"
"32852892","32852892-11792","<18","MALE","BLACK","N"
"32852892","32852892-11793","<18","MALE","BLACK","N"
"32898436","32898436-11811","18-24","MALE","BLACK","N"
"32914992","32914992-11820","18-24","MALE","BLACK","N"
"32914995","32914995-11824","18-24","MALE","BLACK","N"
"32949483","32949483-11832","25-44","MALE","BLACK","N"
"33008214","33008214-11857","18-24","MALE","WHITE HISPANIC","N"
"33008215","33008215-11858","18-24","MALE","WHITE","Y"
"33008215","33008215-11859","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"33212236","33212236-11930","18-24","MALE","BLACK","N"
"33413504","33413504-11993","25-44","MALE","BLACK","N"
"33413504","33413504-11994","18-24","MALE","BLACK","N"
"33413504","33413504-11995","18-24","MALE","BLACK","N"
"33413512","33413512-12003","18-24","MALE","BLACK","Y"
"33413513","33413513-12004","25-44","MALE","WHITE HISPANIC","N"
"33478091","33478091-12026","18-24","MALE","BLACK","N"
"33600831","33600831-12094","25-44","MALE","BLACK","N"
"33617461","33617461-12096","18-24","MALE","BLACK","N"
"33725012","33725012-12160","25-44","MALE","BLACK","N"
"33725012","33725012-12167","<18","MALE","BLACK","N"
"33791635","33791635-12181","<18","MALE","BLACK","N"
"33977873","33977873-12225","25-44","MALE","BLACK","N"
"34286633","34286633-12376","45-64","MALE","BLACK","N"
"34337215","34337215-12396","18-24","MALE","BLACK","N"
"34481492","34481492-12438","25-44","MALE","BLACK","N"
"34495575","34495575-12442","25-44","MALE","BLACK","N"
"34545399","34545399-12452","18-24","MALE","BLACK","Y"
"34578685","34578685-12464","45-64","MALE","WHITE HISPANIC","N"
"34597533","34597533-12472","18-24","MALE","WHITE HISPANIC","N"
"34597534","34597534-12473","18-24","FEMALE","BLACK","N"
"34597534","34597534-12474","18-24","FEMALE","BLACK","N"
"34597534","34597534-12475","<18","FEMALE","BLACK","N"
"34720464","34720464-12516","<18","MALE","WHITE HISPANIC","N"
"34864273","34864273-12560","18-24","MALE","WHITE HISPANIC","N"
"34880351","34880351-12563","18-24","MALE","BLACK","Y"
"34880352","34880352-12564","25-44","MALE","WHITE HISPANIC","N"
"34880352","34880352-12565","45-64","MALE","BLACK","N"
"34911951","34911951-12585","<18","MALE","BLACK","N"
"34955934","34955934-12599","<18","MALE","BLACK","N"
"34979907","34979907-12606","25-44","MALE","BLACK","N"
"35002048","35002048-12607","25-44","MALE","BLACK","N"
"35035756","35035756-12620","25-44","MALE","BLACK","N"
"35035756","35035756-12621","25-44","MALE","BLACK","N"
"35092377","35092377-12635","25-44","FEMALE","BLACK","N"
"35092377","35092377-12636","25-44","MALE","BLACK","N"
"35114026","35114026-12639","25-44","MALE","BLACK HISPANIC","N"
"35114026","35114026-12640","25-44","MALE","BLACK HISPANIC","N"
"35306478","35306478-12704","65+","FEMALE","BLACK","N"
"35357635","35357635-12725","18-24","MALE","WHITE HISPANIC","N"
"35552368","35552368-12803","<18","MALE","BLACK","Y"
"35737598","35737598-12843","<18","MALE","BLACK","N"
"35803777","35803777-12862","18-24","MALE","BLACK","Y"
"35803777","35803777-12864","25-44","MALE","WHITE HISPANIC","N"
"35803777","35803777-12865","18-24","MALE","BLACK","N"
"35803777","35803777-12866","<18","MALE","WHITE HISPANIC","N"
"35920656","35920656-12886","<18","FEMALE","BLACK","N"
"36231790","36231790-12961","18-24","MALE","BLACK","Y"
"36231804","36231804-12962","<18","MALE","BLACK","N"
"36260245","36260245-12969","25-44","MALE","BLACK","N"
"37207860","37207860-13017","25-44","MALE","BLACK","Y"
"37351949","37351949-13061","<18","MALE","BLACK","N"
"37401605","37401605-13077","18-24","MALE","BLACK","N"
"37674591","37674591-13146","25-44","MALE","BLACK","N"
"37755094","37755094-13158","18-24","FEMALE","BLACK","N"
"37781236","37781236-13163","25-44","MALE","BLACK","N"
"37882749","37882749-13170","25-44","MALE","BLACK","Y"
"37902718","37902718-13175","25-44","MALE","BLACK","N"
"38284574","38284574-13184","18-24","MALE","BLACK","N"
"38285830","38285830-13185","18-24","MALE","BLACK HISPANIC","N"
"38434867","38434867-13192","45-64","MALE","BLACK","N"
"38453950","38453950-13205","25-44","MALE","BLACK","N"
"38794661","38794661-13219","25-44","MALE","BLACK HISPANIC","N"
"38794661","38794661-13220","18-24","MALE","BLACK HISPANIC","N"
"39158197","39158197-13271","18-24","MALE","BLACK","N"
"41559696","41559696-13342","18-24","MALE","BLACK","Y"
"44338541","44338541-13347","18-24","MALE","BLACK","Y"
"44390702","44390702-13353","25-44","MALE","BLACK HISPANIC","N"
"44390704","44390704-13356","25-44","MALE","BLACK","N"
"44445750","44445750-13376","25-44","MALE","WHITE","N"
"44515781","44515781-13380","25-44","MALE","BLACK","Y"
"44515781","44515781-13381","<18","FEMALE","BLACK","N"
"44576545","44576545-13406","18-24","MALE","BLACK","N"
"44637605","44637605-13413","18-24","FEMALE","BLACK","N"
"44637605","44637605-13414","18-24","MALE","BLACK","N"
"44751683","44751683-13436","25-44","MALE","WHITE HISPANIC","Y"
"44751683","44751683-13437","UNKNOWN","MALE","WHITE HISPANIC","N"
"44797787","44797787-13449","25-44","MALE","BLACK","Y"
"44936766","44936766-13476","18-24","MALE","BLACK HISPANIC","N"
"44998951","44998951-13488","25-44","MALE","BLACK","Y"
"45280063","45280063-13504","<18","MALE","BLACK","N"
"45280069","45280069-13511","18-24","MALE","BLACK","N"
"45374523","45374523-13521","18-24","MALE","BLACK","N"
"45667814","45667814-13544","18-24","MALE","BLACK","N"
"45789773","45789773-13571","<18","FEMALE","BLACK","N"
"45872843","45872843-13606","45-64","MALE","BLACK","N"
"45926430","45926430-13631","<18","MALE","BLACK","N"
"45990089","45990089-13644","25-44","MALE","BLACK","N"
"46174940","46174940-13688","25-44","MALE","BLACK","N"
"46361470","46361470-13729","25-44","MALE","BLACK","N"
"46421624","46421624-13744","18-24","MALE","BLACK","N"
"46518467","46518467-13765","18-24","MALE","WHITE HISPANIC","N"
"46538070","46538070-13768","18-24","FEMALE","BLACK","N"
"46538070","46538070-13769","18-24","FEMALE","BLACK","N"
"46538078","46538078-13778","65+","MALE","BLACK","N"
"46538078","46538078-13779","18-24","MALE","BLACK","N"
"46538078","46538078-13780","18-24","MALE","BLACK","N"
"46538078","46538078-13781","25-44","MALE","BLACK","N"
"46538078","46538078-13782","25-44","MALE","BLACK","N"
"46605242","46605242-13797","<18","MALE","BLACK","N"
"46715548","46715548-13811","18-24","MALE","BLACK","N"
"46715552","46715552-13816","45-64","MALE","BLACK","Y"
"46715567","46715567-13831","<18","MALE","BLACK","N"
"46889819","46889819-13893","18-24","MALE","BLACK","N"
"46969205","46969205-13912","25-44","MALE","BLACK","N"
"47064977","47064977-13938","25-44","MALE","BLACK","N"
"47447795","47447795-14027","25-44","MALE","WHITE HISPANIC","Y"
"47515486","47515486-14057","18-24","MALE","BLACK","N"
"47851708","47851708-14096","<18","MALE","BLACK","N"
"47851713","47851713-14104","25-44","MALE","WHITE HISPANIC","N"
"47916279","47916279-14115","25-44","MALE","BLACK HISPANIC","N"
"48304779","48304779-14241","<18","FEMALE","BLACK","N"
"48304779","48304779-14251","<18","FEMALE","BLACK","N"
"48395045","48395045-14273","18-24","MALE","BLACK","N"
"48418962","48418962-14289","25-44","MALE","WHITE HISPANIC","N"
"48480866","48480866-14310","25-44","MALE","BLACK","N"
"48521449","48521449-14323","<18","FEMALE","BLACK","N"
"49194499","49194499-14334","25-44","MALE","BLACK","N"
"49255315","49255315-14360","18-24","MALE","BLACK","N"
"49294882","49294882-14385","25-44","MALE","BLACK","N"
"49514585","49514585-14392","25-44","MALE","BLACK HISPANIC","N"
"49541742","49541742-14398","25-44","MALE","BLACK","N"
"49609152","49609152-14416","25-44","MALE","BLACK","N"
"49629694","49629694-14422","25-44","MALE","WHITE HISPANIC","N"
"49834897","49834897-14430","25-44","MALE","BLACK","N"
"49834897","49834897-14431","18-24","MALE","BLACK","N"
"49913264","49913264-14453","45-64","MALE","BLACK","N"
"49935070","49935070-14462","<18","MALE","WHITE","N"
"50018403","50018403-14484","18-24","MALE","BLACK","N"
"50100824","50100824-14498","25-44","MALE","WHITE","Y"
"50122013","50122013-14505","25-44","FEMALE","BLACK","N"
"50122013","50122013-14592","25-44","MALE","BLACK","N"
"50459052","50459052-14590","25-44","MALE","BLACK","N"
"50479072","50479072-14570","45-64","MALE","BLACK HISPANIC","N"
"50479072","50479072-14571","45-64","FEMALE","BLACK HISPANIC","N"
"50499447","50499447-14578","18-24","MALE","BLACK","Y"
"50521331","50521331-14589","<18","FEMALE","BLACK","N"
"50685002","50685002-14623","18-24","MALE","BLACK","N"
"50685012","50685012-14633","18-24","MALE","BLACK HISPANIC","N"
"50703403","50703403-14638","18-24","MALE","BLACK","N"
"50821744","50821744-14674","45-64","MALE","WHITE","N"
"50821748","50821748-14678","<18","MALE","BLACK","N"
"50821748","50821748-14679","<18","MALE","BLACK","Y"
"50821748","50821748-14680","18-24","MALE","BLACK","N"
"50864319","50864319-14693","<18","MALE","BLACK","N"
"51338335","51338335-14755","25-44","MALE","WHITE HISPANIC","N"
"51338336","51338336-14734","18-24","MALE","WHITE HISPANIC","N"
"51359383","51359383-14742","25-44","MALE","BLACK","N"
"51438899","51438899-14764","18-24","MALE","BLACK","N"
"51559656","51559656-14794","<18","FEMALE","BLACK","N"
"51624421","51624421-14811","18-24","MALE","BLACK","Y"
"51764332","51764332-14855","25-44","MALE","BLACK","N"
"51787772","51787772-14863","18-24","MALE","BLACK","Y"
"51787776","51787776-14868","45-64","MALE","BLACK","N"
"51893518","51893518-14884","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"51893518","51893518-14903","18-24","MALE","ASIAN / PACIFIC ISLANDER","N"
"51935566","51935566-14904","18-24","MALE","BLACK","N"
"52100732","52100732-14928","25-44","MALE","BLACK","N"
"52214155","52214155-14953","25-44","FEMALE","WHITE HISPANIC","N"
"52214155","52214155-14954","<18","MALE","WHITE HISPANIC","N"
"52214155","52214155-14955","18-24","MALE","BLACK","N"
"52214156","52214156-14956","18-24","MALE","BLACK","N"
"52269757","52269757-14966","18-24","MALE","BLACK","N"
"52269757","52269757-14967","25-44","FEMALE","BLACK","N"
"52294528","52294528-14968","<18","MALE","BLACK","N"
"52380393","52380393-14984","18-24","MALE","WHITE HISPANIC","N"
"52380393","52380393-14985","<18","FEMALE","WHITE HISPANIC","N"
"52490464","52490464-15008","25-44","MALE","BLACK","Y"
"52661602","52661602-15047","25-44","MALE","BLACK","N"
"53847341","53847341-15078","18-24","MALE","BLACK","N"
"53891791","53891791-15084","25-44","MALE","BLACK HISPANIC","N"
"53982102","53982102-15102","18-24","MALE","BLACK","Y"
"53982104","53982104-15104","18-24","MALE","WHITE HISPANIC","N"
"54120278","54120278-15128","18-24","MALE","BLACK","Y"
"54120278","54120278-15134","18-24","MALE","BLACK","N"
"54154416","54154416-15136","25-44","MALE","BLACK","Y"
"54179956","54179956-15141","18-24","MALE","BLACK HISPANIC","N"
"54346520","54346520-15158","18-24","MALE","WHITE HISPANIC","N"
"54436075","54436075-15169","18-24","MALE","BLACK","N"
"54458331","54458331-15174","18-24","MALE","BLACK","N"
"54579990","54579990-15211","<18","MALE","BLACK","Y"
"54784466","54784466-15240","18-24","MALE","BLACK","N"
"55082911","55082911-15306","45-64","MALE","BLACK","Y"
"55082913","55082913-15309","18-24","MALE","BLACK","Y"
"55256123","55256123-15365","<18","MALE","BLACK","N"
"55273292","55273292-15370","25-44","MALE","BLACK","N"
"55273292","55273292-15371","18-24","FEMALE","BLACK HISPANIC","N"
"55273292","55273292-15372","18-24","MALE","BLACK","N"
"55299656","55299656-15378","25-44","MALE","BLACK","N"
"55412129","55412129-15404","25-44","MALE","BLACK","N"
"55412131","55412131-15406","18-24","MALE","BLACK","N"
"55581514","55581514-15434","25-44","MALE","BLACK","N"
"55624564","55624564-15436","18-24","MALE","BLACK","Y"
"55624564","55624564-15437","25-44","MALE","BLACK","Y"
"55624564","55624564-15439","18-24","MALE","BLACK","N"
"55642786","55642786-15440","<18","FEMALE","BLACK","N"
"55699968","55699968-15453","25-44","MALE","BLACK","N"
"55803385","55803385-15464","18-24","MALE","BLACK","N"
"55976670","55976670-15496","25-44","MALE","BLACK","N"
"56290942","56290942-15528","25-44","MALE","BLACK","Y"
"57938888","57938888-15588","18-24","MALE","BLACK","Y"
"57938888","57938888-15589","18-24","MALE","BLACK","N"
"57938890","57938890-15591","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"59146531","59146531-15629","45-64","MALE","BLACK","N"
"59171355","59171355-15634","25-44","MALE","BLACK","N"
"59415613","59415613-15660","18-24","MALE","BLACK","N"
"59591604","59591604-15677","25-44","MALE","WHITE HISPANIC","N"
"59591610","59591610-15679","18-24","MALE","BLACK","N"
"59660235","59660235-15693","<18","MALE","BLACK","N"
"59859212","59859212-15717","18-24","MALE","BLACK","N"
"59930743","59930743-15721","25-44","MALE","BLACK","Y"
"59930745","59930745-15723","18-24","MALE","BLACK","N"
"59930745","59930745-15729","18-24","MALE","BLACK","N"
"59965611","59965611-15727","18-24","MALE","BLACK","N"
"60177686","60177686-15763","18-24","MALE","WHITE HISPANIC","Y"
"60217228","60217228-15766","18-24","MALE","BLACK","Y"
"60405702","60405702-15801","25-44","MALE","BLACK HISPANIC","Y"
"60405702","60405702-15802","18-24","MALE","BLACK HISPANIC","N"
"60562016","60562016-15818","18-24","MALE","BLACK","N"
"60562016","60562016-15819","18-24","MALE","BLACK","N"
"60828824","60828824-15827","25-44","MALE","BLACK","N"
"60828826","60828826-15829","18-24","MALE","BLACK","N"
"61170266","61170266-15911","18-24","MALE","BLACK","N"
"61325374","61325374-15941","25-44","MALE","WHITE HISPANIC","N"
"61373838","61373838-15953","<18","MALE","BLACK","N"
"61373838","61373838-15954","<18","MALE","BLACK","N"
"61373840","61373840-15956","18-24","FEMALE","BLACK","N"
"61373840","61373840-15957","<18","MALE","BLACK","N"
"61400092","61400092-15959","25-44","MALE","BLACK","Y"
"61593630","61593630-15984","25-44","MALE","UNKNOWN","Y"
"62074232","62074232-16081","25-44","MALE","BLACK","N"
"62085248","62085248-16083","18-24","MALE","BLACK","N"
"62085248","62085248-16084","<18","MALE","BLACK","N"
"62200224","62200224-16108","18-24","MALE","BLACK","N"
"62267916","62267916-16123","<18","MALE","BLACK","N"
"62615452","62615452-16188","18-24","MALE","WHITE","N"
"62663564","62663564-16191","25-44","MALE","WHITE HISPANIC","N"
"62773203","62773203-16224","25-44","MALE","WHITE","N"
"62883994","62883994-16253","25-44","MALE","BLACK","Y"
"62927377","62927377-16260","25-44","MALE","BLACK HISPANIC","N"
"63130646","63130646-16313","18-24","MALE","BLACK","N"
"63182531","63182531-16324","18-24","MALE","BLACK","N"
"63214325","63214325-16340","18-24","MALE","BLACK","N"
"63265003","63265003-16358","18-24","MALE","WHITE HISPANIC","N"
"63289910","63289910-16359","<18","FEMALE","BLACK","N"
"63405888","63405888-16387","18-24","MALE","BLACK HISPANIC","Y"
"63472901","63472901-16410","25-44","MALE","BLACK","N"
"63507850","63507850-16420","18-24","MALE","BLACK","N"
"63589567","63589567-16428","18-24","MALE","BLACK","N"
"63633526","63633526-16437","25-44","MALE","BLACK","N"
"63656611","63656611-16459","25-44","FEMALE","WHITE HISPANIC","N"
"63773507","63773507-16476","25-44","MALE","BLACK","N"
"63814717","63814717-16485","18-24","MALE","WHITE HISPANIC","Y"
"63885691","63885691-16521","18-24","MALE","BLACK","N"
"63919429","63919429-16525","18-24","MALE","BLACK","Y"
"63926768","63926768-16527","18-24","MALE","BLACK","N"
"64010806","64010806-16542","25-44","MALE","BLACK","N"
"64183393","64183393-16580","25-44","MALE","BLACK","Y"
"64183393","64183393-16581","25-44","MALE","BLACK","N"
"64389960","64389960-16645","25-44","MALE","BLACK","Y"
"64479273","64479273-16670","25-44","MALE","BLACK","N"
"64529968","64529968-16688","<18","MALE","BLACK","N"
"64804438","64804438-16775","25-44","MALE","BLACK HISPANIC","N"
