"INCIDENT_KEY","VICTIM_ID","VICTIM_AGE_GROUP","VICTIM_SEX","VICTIM_RACE","STAT_MURDER_FLG"
"151901843","151901843-29333","<18","MALE","BLACK","N"
"151944084","151944084-29335","18-24","MALE","BLACK","N"
"152007176","152007176-29339","25-44","MALE","BLACK HISPANIC","N"
"152078405","152078405-29351","18-24","MALE","BLACK","N"
"152459327","152459327-29399","18-24","MALE","BLACK","N"
"152559824","152559824-29408","18-24","MALE","BLACK","N"
"152868710","152868710-29428","18-24","MALE","BLACK HISPANIC","Y"
"153117959","153117959-29455","25-44","MALE","WHITE","N"
"271236446","271236446-2","25-44","MALE","WHITE HISPANIC","N"
"153129111","153129111-29456","<18","MALE","WHITE HISPANIC","N"
"153415650","153415650-29510","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"153575116","153575116-29557","<18","FEMALE","BLACK","Y"
"153710638","153710638-29572","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"153907444","153907444-29595","25-44","MALE","BLACK","Y"
"153930031","153930031-29604","25-44","MALE","BLACK","Y"
"154049395","154049395-29623","25-44","MALE","BLACK","Y"
"154049398","154049398-29626","18-24","MALE","BLACK","N"
"154080951","154080951-29629","25-44","FEMALE","BLACK","N"
"154138078","154138078-29634","18-24","MALE","BLACK HISPANIC","N"
"154563853","154563853-29689","18-24","MALE","BLACK","N"
"154563860","154563860-29697","25-44","MALE","BLACK","N"
"154563860","154563860-29698","25-44","MALE","BLACK","N"
"154584995","154584995-29715","18-24","MALE","BLACK","N"
"154585000","154585000-29720","18-24","MALE","BLACK","N"
"155372445","155372445-29826","25-44","MALE","BLACK","N"
"155433812","155433812-29841","25-44","MALE","BLACK HISPANIC","Y"
"155509199","155509199-29850","25-44","MALE","BLACK","Y"
"155571770","155571770-29875","25-44","MALE","BLACK","N"
"155571770","155571770-29876","<18","FEMALE","BLACK","N"
"155571770","155571770-29877","18-24","MALE","BLACK","N"
"155577959","155577959-29882","25-44","MALE","BLACK","N"
"155609033","155609033-29887","18-24","FEMALE","BLACK","N"
"155609033","155609033-29888","45-64","MALE","BLACK HISPANIC","N"
"155985977","155985977-29956","18-24","MALE","BLACK","N"
"156245993","156245993-29992","25-44","MALE","BLACK","Y"
"156431363","156431363-30051","25-44","MALE","BLACK","N"
"156435307","156435307-30056","25-44","MALE","BLACK","Y"
"156521267","156521267-30092","45-64","MALE","BLACK","N"
"157093740","157093740-30169","25-44","MALE","BLACK","Y"
"157551383","157551383-30225","25-44","MALE","BLACK","N"
"157656570","157656570-30243","25-44","MALE","BLACK","N"
"157639145","157639145-30240","18-24","MALE","BLACK","N"
"157639147","157639147-30242","18-24","MALE","WHITE HISPANIC","N"
"157789788","157789788-30267","18-24","MALE","BLACK","N"
"157961866","157961866-30286","18-24","FEMALE","BLACK","N"
"158064294","158064294-30296","25-44","MALE","BLACK","Y"
"158064527","158064527-30309","25-44","MALE","BLACK","N"
"158263709","158263709-30332","18-24","MALE","BLACK","N"
"158434373","158434373-30347","25-44","MALE","BLACK","N"
"158834628","158834628-30434","18-24","MALE","BLACK","N"
"158873310","158873310-30444","25-44","MALE","BLACK","N"
"158913906","158913906-30448","25-44","FEMALE","BLACK HISPANIC","Y"
"159053822","159053822-30453","18-24","MALE","WHITE HISPANIC","N"
"159179866","159179866-30471","45-64","MALE","BLACK","N"
"159248461","159248461-30478","18-24","MALE","BLACK HISPANIC","N"
"159660200","159660200-30526","25-44","MALE","WHITE HISPANIC","N"
"159827171","159827171-30547","25-44","MALE","WHITE HISPANIC","N"
"161311800","161311800-30619","25-44","MALE","BLACK HISPANIC","N"
"159203711","159203711-30474","18-24","FEMALE","WHITE HISPANIC","Y"
"161448634","161448634-30629","25-44","MALE","BLACK","Y"
"162117422","162117422-30681","25-44","MALE","WHITE HISPANIC","N"
"162846105","162846105-30739","18-24","MALE","BLACK","Y"
"163254814","163254814-30772","45-64","MALE","BLACK","Y"
"163479604","163479604-30789","25-44","MALE","BLACK","Y"
"163631336","163631336-30793","18-24","MALE","BLACK","N"
"163631339","163631339-30796","18-24","MALE","BLACK","N"
"163657066","163657066-30800","25-44","FEMALE","BLACK","N"
"164236470","164236470-30859","25-44","MALE","BLACK","N"
"164301447","164301447-30871","25-44","MALE","BLACK","Y"
"164540093","164540093-30885","25-44","MALE","WHITE HISPANIC","N"
"164665737","164665737-30898","18-24","MALE","BLACK","N"
"165014945","165014945-30929","18-24","MALE","BLACK","N"
"165387255","165387255-30974","25-44","MALE","WHITE HISPANIC","Y"
"165492099","165492099-30980","18-24","MALE","BLACK","N"
"165492099","165492099-30981","18-24","MALE","BLACK","N"
"165531428","165531428-30989","<18","MALE","BLACK","N"
"166115149","166115149-31019","18-24","MALE","BLACK","N"
"166660835","166660835-31104","25-44","MALE","BLACK","N"
"167121203","167121203-31169","45-64","MALE","WHITE HISPANIC","N"
"167328740","167328740-31192","25-44","MALE","WHITE HISPANIC","N"
"167343777","167343777-31197","25-44","MALE","BLACK","N"
"167475066","167475066-31210","25-44","FEMALE","BLACK","N"
"168378724","168378724-31330","18-24","MALE","WHITE HISPANIC","N"
"168631299","168631299-31353","<18","MALE","BLACK","N"
"168631299","168631299-31354","45-64","FEMALE","BLACK","N"
"169180023","169180023-31397","25-44","MALE","BLACK","N"
"169180024","169180024-31398","18-24","MALE","BLACK","N"
"169180190","169180190-31404","25-44","MALE","BLACK","N"
"169454925","169454925-31423","18-24","MALE","BLACK","Y"
"169454928","169454928-31427","18-24","MALE","BLACK","N"
"169680540","169680540-31438","<18","MALE","WHITE HISPANIC","N"
"170595431","170595431-31537","25-44","MALE","WHITE","N"
"170620027","170620027-31546","45-64","MALE","BLACK","N"
"170620027","170620027-31547","18-24","MALE","WHITE HISPANIC","N"
"170620027","170620027-31548","45-64","MALE","WHITE HISPANIC","N"
"172233870","172233870-31662","18-24","MALE","BLACK","N"
"172479305","172479305-31681","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"173070862","173070862-31740","<18","MALE","BLACK","N"
"173154491","173154491-31759","25-44","MALE","WHITE","N"
"173247368","173247368-31765","25-44","MALE","BLACK HISPANIC","N"
"173354054","173354054-31767","18-24","MALE","BLACK HISPANIC","Y"
"173354054","173354054-31768","45-64","MALE","WHITE HISPANIC","N"
"173354054","173354054-31769","45-64","FEMALE","WHITE HISPANIC","N"
"173875579","173875579-31806","25-44","MALE","BLACK","N"
"174146100","174146100-31836","18-24","MALE","BLACK","N"
"174210302","174210302-31839","18-24","MALE","BLACK","N"
"174579540","174579540-31862","25-44","MALE","BLACK","Y"
"175070654","175070654-31877","18-24","MALE","BLACK","N"
"175317914","175317914-31892","18-24","MALE","BLACK","N"
"175317914","175317914-31893","18-24","MALE","BLACK HISPANIC","N"
"175773151","175773151-31923","18-24","MALE","WHITE HISPANIC","N"
"176681708","176681708-31962","25-44","MALE","BLACK","N"
"177204826","177204826-31967","25-44","MALE","BLACK","Y"
"178287242","178287242-32014","25-44","MALE","BLACK","Y"
"182363095","182363095-32082","18-24","MALE","BLACK","N"
"183690688","183690688-32197","25-44","MALE","BLACK","N"
"184058009","184058009-32222","25-44","MALE","BLACK","Y"
"184396811","184396811-32270","25-44","MALE","BLACK","N"
"184779099","184779099-32318","18-24","MALE","BLACK","N"
"185208850","185208850-32361","25-44","MALE","BLACK","N"
"185296321","185296321-32370","25-44","MALE","BLACK","N"
"185484643","185484643-32391","25-44","MALE","BLACK","N"
"185760778","185760778-32406","18-24","MALE","BLACK","N"
"185760785","185760785-32418","18-24","MALE","BLACK","N"
"185760785","185760785-32419","25-44","FEMALE","BLACK","N"
"186745093","186745093-32516","25-44","MALE","BLACK","N"
"187254687","187254687-1","18-24","MALE","BLACK","Y"
"187676792","187676792-1","18-24","MALE","BLACK","N"
"187678245","187678245-1","25-44","MALE","BLACK","N"
"187823542","187823542-1","<18","MALE","BLACK","N"
"187823544","187823544-1","25-44","MALE","BLACK","N"
"187954070","187954070-1","18-24","MALE","BLACK","N"
"187954071","187954071-1","25-44","FEMALE","WHITE","Y"
"187954071","187954071-2","25-44","MALE","BLACK","N"
"188062789","188062789-1","18-24","MALE","BLACK","N"
"188105139","188105139-1","<18","MALE","BLACK","N"
"188236927","188236927-1","25-44","MALE","BLACK","N"
"188483687","188483687-1","25-44","MALE","BLACK","N"
"188485160","188485160-1","18-24","FEMALE","WHITE HISPANIC","Y"
"189046703","189046703-1","18-24","MALE","WHITE HISPANIC","N"
"189088906","189088906-1","<18","MALE","WHITE HISPANIC","N"
"189311504","189311504-1","25-44","MALE","BLACK","N"
"189483988","189483988-1","25-44","MALE","WHITE HISPANIC","N"
"189483990","189483990-1","25-44","MALE","BLACK HISPANIC","N"
"190055613","190055613-1","18-24","MALE","BLACK","N"
"190055613","190055613-2","18-24","MALE","BLACK","N"
"190658624","190658624-1","25-44","MALE","BLACK","N"
"190755624","190755624-1","18-24","MALE","BLACK","Y"
"190755624","190755624-2","18-24","MALE","BLACK","N"
"191255744","191255744-1","18-24","MALE","WHITE HISPANIC","Y"
"191398449","191398449-1","25-44","MALE","BLACK","N"
"191479840","191479840-1","25-44","MALE","BLACK","N"
"191480610","191480610-1","18-24","MALE","BLACK HISPANIC","N"
"191557604","191557604-1","45-64","MALE","BLACK","N"
"191681602","191681602-1","25-44","MALE","BLACK","N"
"191681604","191681604-1","18-24","MALE","BLACK","N"
"191790873","191790873-1","25-44","MALE","WHITE HISPANIC","N"
"192259534","192259534-1","18-24","MALE","WHITE HISPANIC","N"
"192834301","192834301-1","25-44","MALE","WHITE HISPANIC","N"
"193162778","193162778-2","25-44","MALE","BLACK","N"
"193267668","193267668-1","18-24","MALE","BLACK","Y"
"193267668","193267668-2","18-24","MALE","BLACK","N"
"193267668","193267668-3","18-24","FEMALE","BLACK","N"
"193267668","193267668-4","45-64","FEMALE","BLACK","N"
"193602933","193602933-1","25-44","MALE","BLACK","N"
"193938809","193938809-1","<18","MALE","BLACK","Y"
"193939355","193939355-1","25-44","MALE","BLACK","N"
"193939355","193939355-2","<18","FEMALE","BLACK","N"
"194226977","194226977-1","18-24","MALE","BLACK","N"
"194324354","194324354-1","25-44","MALE","BLACK HISPANIC","N"
"194378288","194378288-1","25-44","MALE","WHITE","N"
"194378288","194378288-2","25-44","MALE","WHITE","N"
"194527595","194527595-1","18-24","MALE","BLACK","N"
"194817571","194817571-1","18-24","MALE","BLACK","N"
"194859637","194859637-1","18-24","MALE","BLACK HISPANIC","N"
"194859637","194859637-2","18-24","MALE","WHITE HISPANIC","N"
"194859637","194859637-3","18-24","MALE","BLACK","N"
"194915415","194915415-1","18-24","MALE","BLACK","Y"
"195743582","195743582-1","25-44","MALE","BLACK","N"
"196043547","196043547-1","25-44","MALE","BLACK HISPANIC","N"
"196193416","196193416-1","<18","MALE","BLACK","N"
"196630584","196630584-1","18-24","MALE","BLACK","N"
"197381381","197381381-1","18-24","MALE","BLACK HISPANIC","N"
"197662445","197662445-1","25-44","MALE","WHITE HISPANIC","N"
"197662445","197662445-2","25-44","MALE","WHITE HISPANIC","N"
"197953467","197953467-1","<18","MALE","BLACK","N"
"198405080","198405080-1","18-24","MALE","BLACK HISPANIC","N"
"198457971","198457971-1","18-24","MALE","BLACK","N"
"198705941","198705941-1","45-64","MALE","BLACK","N"
"199134402","199134402-1","45-64","MALE","ASIAN / PACIFIC ISLANDER","Y"
"199174260","199174260-1","25-44","MALE","WHITE HISPANIC","N"
"199298013","199298013-1","25-44","FEMALE","BLACK","N"
"199323631","199323631-2","25-44","MALE","BLACK","N"
"199325319","199325319-1","25-44","MALE","WHITE HISPANIC","N"
"199742305","199742305-1","25-44","MALE","WHITE HISPANIC","N"
"199742305","199742305-2","65+","FEMALE","BLACK","N"
"199742305","199742305-3","45-64","MALE","BLACK","N"
"199742309","199742309-1","25-44","MALE","BLACK HISPANIC","N"
"199744072","199744072-1","45-64","MALE","BLACK","N"
"199844336","199844336-1","25-44","MALE","WHITE HISPANIC","N"
"199844336","199844336-2","25-44","MALE","BLACK","N"
"200099025","200099025-1","25-44","MALE","BLACK","N"
"200155033","200155033-1","18-24","MALE","BLACK","N"
"200331332","200331332-1","18-24","MALE","BLACK","Y"
"200365038","200365038-1","18-24","MALE","WHITE HISPANIC","N"
"200365038","200365038-2","25-44","MALE","BLACK","N"
"200656489","200656489-1","25-44","MALE","BLACK","Y"
"200668267","200668267-1","25-44","MALE","BLACK","Y"
"200668267","200668267-2","25-44","MALE","BLACK","N"
"200725655","200725655-1","<18","MALE","BLACK","N"
"201291291","201291291-1","18-24","MALE","BLACK","N"
"201339051","201339051-1","18-24","MALE","BLACK","Y"
"201384510","201384510-1","25-44","MALE","BLACK HISPANIC","Y"
"201384510","201384510-2","25-44","MALE","BLACK HISPANIC","Y"
"201613990","201613990-1","25-44","MALE","BLACK","N"
"201851563","201851563-1","25-44","MALE","WHITE HISPANIC","N"
"201852752","201852752-1","25-44","MALE","BLACK","N"
"201852779","201852779-1","25-44","MALE","BLACK","N"
"201875867","201875867-1","25-44","MALE","BLACK","N"
"201875868","201875868-1","18-24","FEMALE","BLACK","N"
"202504683","202504683-1","25-44","FEMALE","BLACK","N"
"202855057","202855057-1","45-64","FEMALE","BLACK","N"
"203394881","203394881-1","18-24","FEMALE","BLACK","N"
"203676932","203676932-1","25-44","MALE","BLACK","N"
"203676932","203676932-2","45-64","MALE","BLACK","N"
"203980164","203980164-1","45-64","FEMALE","WHITE HISPANIC","Y"
"203980164","203980164-2","65+","MALE","BLACK","Y"
"204192601","204192601-1","25-44","MALE","BLACK","N"
"204294846","204294846-1","25-44","MALE","BLACK","N"
"204458415","204458415-1","25-44","FEMALE","BLACK","N"
"204493624","204493624-1","18-24","MALE","WHITE HISPANIC","N"
"205065107","205065107-1","18-24","MALE","BLACK HISPANIC","N"
"205280614","205280614-1","18-24","MALE","BLACK","N"
"205645837","205645837-1","<18","MALE","BLACK","N"
"205862276","205862276-1","25-44","MALE","BLACK","N"
"205974388","205974388-1","25-44","MALE","BLACK","N"
"206311359","206311359-1","25-44","MALE","WHITE HISPANIC","Y"
"206729524","206729524-1","25-44","FEMALE","BLACK","Y"
"206821819","206821819-1","<18","MALE","BLACK","N"
"206821821","206821821-1","25-44","MALE","BLACK HISPANIC","N"
"206931575","206931575-1","25-44","MALE","BLACK","N"
"207572466","207572466-1","45-64","MALE","WHITE","N"
"207815723","207815723-1","25-44","MALE","BLACK","N"
"208309290","208309290-1","25-44","MALE","BLACK","Y"
"208733991","208733991-1","25-44","MALE","BLACK","N"
"208733991","208733991-2","25-44","FEMALE","BLACK","N"
"209281498","209281498-1","25-44","FEMALE","BLACK","N"
"209281500","209281500-1","25-44","MALE","BLACK","Y"
"209468786","209468786-1","25-44","MALE","BLACK","Y"
"210707456","210707456-1","18-24","MALE","BLACK","N"
"210792605","210792605-1","18-24","MALE","BLACK","N"
"211066097","211066097-1","45-64","FEMALE","BLACK","N"
"211066097","211066097-2","25-44","MALE","BLACK","N"
"211362506","211362506-1","18-24","MALE","BLACK","N"
"211578689","211578689-1","18-24","MALE","BLACK HISPANIC","N"
"211855627","211855627-1","25-44","MALE","BLACK","N"
"212944539","212944539-1","25-44","MALE","BLACK","N"
"213188087","213188087-1","25-44","MALE","WHITE HISPANIC","N"
"213188087","213188087-2","25-44","FEMALE","WHITE HISPANIC","N"
"213283006","213283006-1","18-24","FEMALE","BLACK","N"
"213283577","213283577-1","25-44","MALE","BLACK","N"
"213471603","213471603-1","18-24","MALE","BLACK","N"
"213724261","213724261-1","18-24","MALE","BLACK","N"
"213748379","213748379-1","18-24","MALE","BLACK","N"
"213819785","213819785-1","25-44","MALE","BLACK","N"
"213819785","213819785-2","25-44","MALE","BLACK HISPANIC","N"
"213854003","213854003-1","25-44","MALE","BLACK","N"
"213921487","213921487-1","18-24","MALE","BLACK","N"
"213942730","213942730-1","18-24","MALE","WHITE","N"
"214183640","214183640-1","25-44","MALE","WHITE","N"
"214186184","214186184-1","25-44","MALE","BLACK","N"
"214431178","214431178-1","25-44","MALE","BLACK","N"
"214431183","214431183-1","18-24","MALE","BLACK","N"
"214431183","214431183-2","18-24","MALE","BLACK","N"
"214431183","214431183-3","18-24","FEMALE","BLACK","N"
"214431183","214431183-4","<18","FEMALE","WHITE HISPANIC","N"
"214562240","214562240-1","25-44","MALE","BLACK","N"
"214562240","214562240-2","25-44","MALE","BLACK","N"
"214562240","214562240-3","25-44","MALE","BLACK","N"
"214608092","214608092-1","<18","FEMALE","BLACK HISPANIC","N"
"214608092","214608092-2","18-24","MALE","BLACK","N"
"214693507","214693507-1","18-24","MALE","BLACK","N"
"214693508","214693508-1","25-44","MALE","BLACK","N"
"214693508","214693508-2","25-44","MALE","BLACK","N"
"214693512","214693512-1","18-24","MALE","BLACK","Y"
"214694695","214694695-1","25-44","MALE","WHITE HISPANIC","N"
"214947251","214947251-1","25-44","MALE","BLACK","N"
"214947253","214947253-1","25-44","MALE","BLACK","N"
"214948387","214948387-1","18-24","MALE","BLACK","Y"
"215034243","215034243-1","25-44","FEMALE","BLACK","N"
"215223444","215223444-1","18-24","MALE","BLACK","N"
"215223447","215223447-1","<18","MALE","WHITE HISPANIC","N"
"215223447","215223447-2","<18","MALE","WHITE HISPANIC","N"
"215254844","215254844-1","18-24","MALE","BLACK","N"
"215302968","215302968-1","<18","MALE","WHITE HISPANIC","N"
"215400684","215400684-1","25-44","MALE","WHITE HISPANIC","N"
"215492770","215492770-1","18-24","MALE","BLACK","N"
"215536327","215536327-1","<18","MALE","BLACK","N"
"215767016","215767016-1","<18","MALE","BLACK","N"
"215767016","215767016-2","<18","MALE","BLACK","N"
"215768195","215768195-1","45-64","MALE","WHITE HISPANIC","Y"
"215776717","215776717-1","18-24","MALE","BLACK","N"
"215817238","215817238-1","18-24","MALE","BLACK","N"
"215871907","215871907-1","25-44","MALE","WHITE HISPANIC","N"
"216055255","216055255-1","25-44","MALE","BLACK HISPANIC","N"
"216059134","216059134-1","25-44","MALE","BLACK","N"
"216059269","216059269-1","25-44","MALE","BLACK","N"
"216209200","216209200-1","25-44","FEMALE","BLACK HISPANIC","N"
"216209200","216209200-2","18-24","MALE","BLACK HISPANIC","N"
"216458809","216458809-1","25-44","MALE","BLACK","N"
"216560783","216560783-1","45-64","MALE","WHITE HISPANIC","N"
"216651223","216651223-1","25-44","MALE","BLACK","N"
"216651225","216651225-1","18-24","MALE","BLACK","N"
"216651225","216651225-2","18-24","MALE","BLACK","N"
"216651225","216651225-3","18-24","MALE","BLACK","N"
"216655525","216655525-1","25-44","MALE","BLACK","N"
"216795978","216795978-1","45-64","FEMALE","WHITE HISPANIC","N"
"216842962","216842962-1","25-44","MALE","BLACK","N"
"216935796","216935796-1","25-44","MALE","WHITE HISPANIC","Y"
"216973175","216973175-1","<18","MALE","BLACK","N"
"216973175","216973175-2","<18","MALE","BLACK","N"
"217209756","217209756-1","25-44","MALE","BLACK","N"
"217211030","217211030-1","25-44","MALE","WHITE HISPANIC","N"
"217256138","217256138-1","45-64","MALE","BLACK","Y"
"217509096","217509096-1","25-44","MALE","BLACK","N"
"217540936","217540936-1","45-64","MALE","WHITE","Y"
"217593702","217593702-1","25-44","MALE","BLACK","N"
"217704611","217704611-2","25-44","MALE","BLACK","N"
"217774915","217774915-1","25-44","MALE","BLACK","N"
"217774915","217774915-2","25-44","MALE","BLACK","N"
"217775506","217775506-1","25-44","MALE","BLACK","N"
"217953381","217953381-1","25-44","MALE","BLACK","N"
"217953381","217953381-2","25-44","MALE","BLACK","N"
"217953381","217953381-3","25-44","MALE","BLACK","N"
"218092566","218092566-1","18-24","MALE","BLACK HISPANIC","N"
"218096535","218096535-1","<18","MALE","WHITE HISPANIC","N"
"218392074","218392074-1","18-24","MALE","BLACK","N"
"218414845","218414845-1","25-44","MALE","BLACK HISPANIC","N"
"218720902","218720902-1","18-24","MALE","BLACK HISPANIC","N"
"219164113","219164113-1","18-24","MALE","BLACK","N"
"219164114","219164114-1","25-44","MALE","WHITE HISPANIC","Y"
"219173813","219173813-1","25-44","MALE","BLACK","N"
"219368183","219368183-1","25-44","MALE","BLACK","N"
"219369476","219369476-1","18-24","MALE","BLACK","N"
"219438250","219438250-1","25-44","MALE","BLACK","N"
"219500454","219500454-1","18-24","MALE","BLACK","N"
"219578468","219578468-1","25-44","MALE","BLACK","N"
"219578468","219578468-2","25-44","MALE","BLACK HISPANIC","N"
"219689184","219689184-1","25-44","MALE","BLACK","N"
"219689185","219689185-1","25-44","MALE","BLACK","N"
"219973911","219973911-1","25-44","MALE","WHITE","N"
"219975711","219975711-1","25-44","FEMALE","BLACK","N"
"219975711","219975711-2","25-44","MALE","BLACK","N"
"219975711","219975711-3","<18","FEMALE","BLACK","N"
"220071848","220071848-1","18-24","MALE","WHITE HISPANIC","N"
"220071848","220071848-2","18-24","MALE","BLACK","N"
"220558391","220558391-1","18-24","FEMALE","BLACK","N"
"221098038","221098038-1","25-44","MALE","WHITE HISPANIC","N"
"221101963","221101963-1","25-44","MALE","BLACK","N"
"221108947","221108947-1","45-64","MALE","WHITE HISPANIC","N"
"221346750","221346750-1","25-44","MALE","BLACK","N"
"221426272","221426272-1","25-44","MALE","BLACK HISPANIC","N"
"221426272","221426272-2","25-44","MALE","WHITE HISPANIC","N"
"221447693","221447693-1","25-44","MALE","BLACK","Y"
"221929768","221929768-1","25-44","MALE","BLACK","N"
"222115522","222115522-1","25-44","MALE","BLACK","Y"
"222115522","222115522-2","25-44","MALE","BLACK","N"
"222286862","222286862-1","UNKNOWN","MALE","WHITE","N"
"222527697","222527697-1","25-44","MALE","BLACK","N"
"222772732","222772732-1","18-24","MALE","BLACK","N"
"222890074","222890074-1","18-24","MALE","BLACK","Y"
"222890432","222890432-1","18-24","MALE","BLACK","Y"
"223203523","223203523-1","18-24","MALE","WHITE HISPANIC","N"
"223297861","223297861-1","45-64","MALE","BLACK","N"
"223603560","223603560-1","25-44","MALE","WHITE","N"
"223631685","223631685-1","25-44","MALE","BLACK","N"
"223786434","223786434-1","25-44","MALE","WHITE HISPANIC","N"
"223820796","223820796-1","<18","MALE","BLACK","N"
"137921719","137921719-26621","25-44","MALE","BLACK","N"
"137922052","137922052-26627","18-24","MALE","BLACK","N"
"137922052","137922052-26628","25-44","FEMALE","BLACK","N"
"137922052","137922052-26629","45-64","MALE","BLACK HISPANIC","N"
"137944204","137944204-26639","UNKNOWN","MALE","UNKNOWN","N"
"137944204","137944204-26640","UNKNOWN","MALE","UNKNOWN","N"
"137944204","137944204-26641","UNKNOWN","MALE","UNKNOWN","N"
"138006089","138006089-26658","25-44","MALE","BLACK HISPANIC","N"
"138018819","138018819-26660","18-24","MALE","BLACK","N"
"138256211","138256211-26750","18-24","MALE","BLACK HISPANIC","N"
"138256211","138256211-26751","<18","MALE","BLACK HISPANIC","N"
"138256211","138256211-26752","18-24","MALE","BLACK HISPANIC","N"
"270489848","270489848-1","<18","FEMALE","BLACK","N"
"138364926","138364926-26797","25-44","MALE","BLACK HISPANIC","N"
"138429904","138429904-26816","18-24","MALE","BLACK HISPANIC","N"
"138477076","138477076-26824","18-24","MALE","BLACK","N"
"138496678","138496678-26849","18-24","MALE","BLACK","N"
"138648914","138648914-26900","25-44","MALE","BLACK","N"
"139015127","139015127-27004","25-44","MALE","BLACK HISPANIC","N"
"139128072","139128072-27037","18-24","MALE","BLACK","N"
"139128072","139128072-27038","25-44","MALE","BLACK","N"
"139033935","139033935-27013","18-24","MALE","WHITE HISPANIC","Y"
"139033935","139033935-27014","18-24","MALE","WHITE HISPANIC","Y"
"139033935","139033935-27015","18-24","MALE","WHITE HISPANIC","N"
"139241700","139241700-27068","25-44","MALE","BLACK","N"
"139241700","139241700-27069","<18","MALE","BLACK","N"
"139241968","139241968-27075","25-44","MALE","BLACK","N"
"139325442","139325442-27100","25-44","MALE","BLACK","Y"
"139353967","139353967-27105","18-24","MALE","BLACK","N"
"139487226","139487226-27144","18-24","MALE","BLACK HISPANIC","N"
"139526396","139526396-27154","18-24","MALE","BLACK HISPANIC","N"
"139896101","139896101-27251","25-44","MALE","BLACK","N"
"139909716","139909716-27254","25-44","MALE","BLACK","N"
"139917488","139917488-27259","25-44","FEMALE","BLACK","Y"
"139927926","139927926-27260","18-24","MALE","BLACK","N"
"140088780","140088780-27285","18-24","MALE","BLACK","Y"
"140088780","140088780-27286","25-44","MALE","BLACK","N"
"140088780","140088780-27287","25-44","MALE","BLACK","N"
"140105878","140105878-27294","25-44","MALE","BLACK","N"
"140173013","140173013-27309","25-44","MALE","BLACK","N"
"140180900","140180900-27314","25-44","MALE","ASIAN / PACIFIC ISLANDER","Y"
"140318437","140318437-27365","18-24","MALE","WHITE HISPANIC","N"
"140318476","140318476-27367","18-24","MALE","BLACK","N"
"140318476","140318476-27368","18-24","MALE","BLACK","N"
"140318476","140318476-27369","18-24","MALE","BLACK","N"
"140335018","140335018-27376","18-24","MALE","BLACK","N"
"140343087","140343087-27388","18-24","MALE","BLACK","N"
"140452041","140452041-27429","18-24","MALE","BLACK","Y"
"140515809","140515809-27449","18-24","MALE","WHITE HISPANIC","N"
"140522694","140522694-27451","25-44","MALE","BLACK","N"
"140552445","140552445-27461","25-44","MALE","BLACK","N"
"140607122","140607122-27478","18-24","MALE","BLACK","N"
"140607695","140607695-27479","25-44","MALE","BLACK","N"
"140628575","140628575-27485","45-64","MALE","WHITE HISPANIC","Y"
"140628576","140628576-27486","<18","MALE","BLACK","N"
"140628576","140628576-27488","<18","FEMALE","BLACK","N"
"140697170","140697170-27510","18-24","MALE","BLACK","Y"
"140697170","140697170-27511","18-24","MALE","BLACK","Y"
"140791303","140791303-27539","25-44","MALE","WHITE","Y"
"140791304","140791304-27540","25-44","MALE","BLACK","Y"
"140791304","140791304-27541","18-24","FEMALE","BLACK","N"
"140791304","140791304-27542","18-24","FEMALE","BLACK","N"
"140791304","140791304-27543","18-24","MALE","BLACK","N"
"140791304","140791304-27544","25-44","MALE","BLACK","N"
"141078487","141078487-27593","25-44","MALE","BLACK","N"
"141108397","141108397-27603","25-44","MALE","BLACK","Y"
"141304492","141304492-27632","18-24","FEMALE","WHITE","N"
"141370260","141370260-27641","25-44","MALE","BLACK","N"
"141793434","141793434-27682","45-64","MALE","BLACK","N"
"142091387","142091387-28710","<18","FEMALE","BLACK","N"
"142247966","142247966-27740","25-44","MALE","BLACK HISPANIC","N"
"142414016","142414016-27753","<18","MALE","BLACK","N"
"142742539","142742539-27822","18-24","MALE","BLACK","N"
"142742544","142742544-27827","25-44","MALE","BLACK","N"
"142794431","142794431-27840","45-64","MALE","BLACK","Y"
"142902648","142902648-27862","65+","MALE","WHITE HISPANIC","N"
"142902648","142902648-27863","25-44","FEMALE","WHITE HISPANIC","N"
"143071751","143071751-27889","18-24","MALE","WHITE HISPANIC","Y"
"143084079","143084079-27893","45-64","MALE","WHITE HISPANIC","N"
"143149270","143149270-27897","18-24","MALE","UNKNOWN","N"
"143158084","143158084-27909","45-64","MALE","WHITE HISPANIC","N"
"143158589","143158589-27911","18-24","MALE","BLACK","N"
"143187175","143187175-27918","18-24","MALE","BLACK","N"
"143726436","143726436-28058","18-24","MALE","BLACK","N"
"143908167","143908167-28094","18-24","MALE","BLACK","N"
"144134883","144134883-28126","25-44","MALE","BLACK","N"
"144235830","144235830-28140","25-44","MALE","BLACK","N"
"144323115","144323115-28155","18-24","MALE","BLACK HISPANIC","N"
"144358519","144358519-28162","18-24","MALE","BLACK","N"
"144425808","144425808-28168","18-24","MALE","BLACK","N"
"144448396","144448396-28186","18-24","MALE","BLACK","Y"
"144479292","144479292-28193","<18","MALE","BLACK","N"
"144548795","144548795-28202","18-24","MALE","BLACK","N"
"144699181","144699181-28237","25-44","MALE","BLACK","N"
"144732382","144732382-28244","25-44","MALE","BLACK","N"
