"INCIDENT_KEY","PERP_ID","PERP_AGE_GROUP","PERP_SEX","PERP_RACE"
"80165927","80165927-20551","18-24","MALE","BLACK"
"80017616","80017616-20428","18-24","MALE","BLACK"
"80004689","80004689-20763","<18","MALE","BLACK"
"79939860","79939860-25318","25-44","MALE","BLACK"
"79862495","79862495-20388","<18","MALE","BLACK"
"79853880","79853880-20372","25-44","MALE","BLACK"
"79624389","79624389-26059","25-44","MALE","BLACK"
"79624389","79624389-26037","18-24","MALE","BLACK"
"79624389","79624389-20344","18-24","MALE","BLACK"
"79624389","79624389-20343","18-24","MALE","BLACK"
"79550482","79550482-20265","UNKNOWN","MALE","BLACK"
"79196798","79196798-20226","18-24","MALE","BLACK"
"78406428","78406428-20008","18-24","MALE","BLACK"
"78309904","78309904-19983","18-24","MALE","BLACK"
"78267684","78267684-19973","25-44","MALE","BLACK"
"78149440","78149440-19959","18-24","MALE","BLACK"
"77792812","77792812-19882","25-44","MALE","BLACK"
"77685240","77685240-19856","18-24","MALE","BLACK"
"77634190","77634190-19870","25-44","MALE","BLACK"
"77324090","77324090-19770","25-44","MALE","BLACK"
"76880712","76880712-19680","18-24","MALE","BLACK"
"76865005","76865005-22436","25-44","MALE","BLACK"
"75948844","75948844-19545","25-44","MALE","BLACK"
"75948844","75948844-19544","25-44","MALE","BLACK"
"75696994","75696994-19494","<18","MALE","BLACK"
"75340694","75340694-19448","18-24","MALE","BLACK"
"75187781","75187781-19385","UNKNOWN","MALE","BLACK"
"75128830","75128830-19367","UNKNOWN","MALE","BLACK"
"75118647","75118647-19355","<18","MALE","BLACK"
"74935669","74935669-19344","<18","MALE","BLACK"
"74740765","74740765-19232","25-44","MALE","BLACK"
"74740765","74740765-19231","18-24","MALE","BLACK"
"74666623","74666623-20493","18-24","FEMALE","BLACK"
"74155080","74155080-19085","25-44","MALE","BLACK"
"74153298","74153298-19152","<18","MALE","BLACK"
"74145753","74145753-19195","18-24","MALE","BLACK"
"137108328","137108328-23658","25-44","FEMALE","BLACK"
"137067716","137067716-23656","18-24","MALE","BLACK"
"137047328","137047328-23790","25-44","MALE","BLACK"
"137047328","137047328-23648","25-44","MALE","BLACK"
"136939283","136939283-25366","18-24","MALE","BLACK"
"136867075","136867075-23620","25-44","MALE","BLACK"
"136802073","136802073-23880","<18","MALE","BLACK"
"136696663","136696663-23599","18-24","MALE","BLACK"
"136598716","136598716-23683","25-44","MALE","BLACK"
"136506640","136506640-23553","25-44","MALE","BLACK"
"136463810","136463810-23652","18-24","MALE","BLACK"
"136463544","136463544-23558","18-24","MALE","BLACK"
"95504871","95504871-23463","25-44","MALE","BLACK"
"95504871","95504871-23460","18-24","MALE","BLACK"
"95358498","95358498-23527","18-24","MALE","BLACK"
"94738552","94738552-23368","18-24","MALE","BLACK"
"94182832","94182832-23361","<18","MALE","BLACK"
"93942448","93942448-23190","45-64","MALE","BLACK"
"93285851","93285851-23423","18-24","MALE","BLACK"
"93053470","93053470-23116","25-44","MALE","BLACK"
"93053470","93053470-23115","25-44","MALE","BLACK"
"93031136","93031136-23122","18-24","MALE","BLACK"
"92952535","92952535-23081","18-24","MALE","BLACK"
"92941490","92941490-23046","25-44","MALE","BLACK"
"92802627","92802627-23068","25-44","MALE","BLACK"
"92747298","92747298-23026","18-24","MALE","BLACK"
"92587460","92587460-23159","25-44","MALE","BLACK"
"92507603","92507603-23015","25-44","MALE","BLACK"
"92403281","92403281-22973","18-24","MALE","BLACK"
"92275693","92275693-22942","25-44","MALE","BLACK"
"92134212","92134212-24040","18-24","MALE","BLACK"
"91962980","91962980-22877","25-44","MALE","BLACK"
"91801776","91801776-23491","18-24","MALE","BLACK"
"91472649","91472649-23263","18-24","MALE","BLACK"
"91428019","91428019-22800","18-24","MALE","BLACK"
"91324170","91324170-22820","18-24","MALE","BLACK"
"91285416","91285416-22786","25-44","MALE","BLACK"
"91285416","91285416-22784","18-24","MALE","BLACK"
"91182068","91182068-23330","25-44","MALE","BLACK"
"91182068","91182068-23329","25-44","MALE","BLACK"
"90984934","90984934-22749","18-24","MALE","BLACK"
"90928718","90928718-22725","18-24","MALE","BLACK"
"90925984","90925984-22891","18-24","MALE","BLACK"
"90884669","90884669-26192","45-64","MALE","BLACK"
"90677637","90677637-22706","<18","MALE","BLACK"
"90616235","90616235-22684","18-24","MALE","BLACK"
"90333300","90333300-22769","UNKNOWN","MALE","BLACK"
"90215684","90215684-22645","25-44","MALE","BLACK"
"90215684","90215684-22644","25-44","MALE","BLACK"
"90075275","90075275-22607","18-24","MALE","BLACK"
"89695415","89695415-22538","25-44","MALE","BLACK"
"89519104","89519104-22579","18-24","FEMALE","BLACK"
"88690811","88690811-22418","25-44","MALE","BLACK"
"88618115","88618115-22403","25-44","MALE","BLACK"
"88442130","88442130-22344","18-24","MALE","BLACK"
"88342733","88342733-22533","<18","MALE","BLACK"
"88068429","88068429-22262","25-44","MALE","BLACK"
"87632782","87632782-22449","<18","MALE","BLACK"
"87632782","87632782-22448","18-24","MALE","BLACK"
"87632782","87632782-22447","25-44","MALE","BLACK"
"87531795","87531795-22170","18-24","MALE","BLACK"
"87494807","87494807-22454","25-44","MALE","BLACK"
"87020674","87020674-22193","25-44","MALE","BLACK"
"87001214","87001214-27315","18-24","MALE","BLACK"
"86772745","86772745-22019","18-24","MALE","BLACK"
"86607093","86607093-22129","18-24","MALE","BLACK"
"86325045","86325045-21921","18-24","MALE","BLACK"
"86325045","86325045-21920","18-24","MALE","BLACK"
"86096900","86096900-24088","18-24","MALE","BLACK"
"85744502","85744502-22055","25-44","MALE","BLACK"
"85744502","85744502-22054","45-64","FEMALE","BLACK"
"149347432","149347432-25147","<18","MALE","BLACK"
"148649687","148649687-25202","25-44","MALE","BLACK"
"148429887","148429887-25070","18-24","MALE","BLACK"
"147843406","147843406-25036","25-44","MALE","BLACK"
"147843406","147843406-25035","25-44","MALE","BLACK"
"147843406","147843406-25034","25-44","MALE","BLACK"
"147609591","147609591-25017","18-24","MALE","BLACK"
"147609591","147609591-25014","25-44","MALE","BLACK"
"147117756","147117756-24966","25-44","MALE","BLACK"
"146564482","146564482-24875","18-24","MALE","BLACK"
"146564482","146564482-24863","18-24","MALE","BLACK"
"146417252","146417252-24828","25-44","MALE","BLACK"
"146322369","146322369-24791","45-64","MALE","BLACK"
"146096126","146096126-24804","18-24","MALE","BLACK"
"145872192","145872192-24763","25-44","MALE","BLACK"
"145778391","145778391-24779","<18","MALE","BLACK"
"145627020","145627020-24736","18-24","MALE","BLACK"
"145627019","145627019-25405","25-44","MALE","BLACK"
"145283860","145283860-24709","25-44","MALE","BLACK"
"145066207","145066207-27072","25-44","MALE","BLACK"
"145066207","145066207-24892","18-24","FEMALE","BLACK"
"144641364","144641364-24653","25-44","MALE","BLACK"
"144055498","144055498-25399","<18","MALE","BLACK"
"143922865","143922865-24596","18-24","MALE","BLACK"
"143922865","143922865-24595","18-24","MALE","BLACK"
"143613173","143613173-24598","45-64","MALE","BLACK"
"143613173","143613173-24597","45-64","MALE","BLACK"
"143582955","143582955-27303","25-44","MALE","BLACK"
"143582955","143582955-27296","25-44","MALE","BLACK"
"143300498","143300498-24523","<18","MALE","BLACK"
"143008673","143008673-24669","18-24","MALE","BLACK"
"142414015","142414015-24570","18-24","MALE","BLACK"
"142247303","142247303-24481","18-24","MALE","BLACK"
"141799308","141799308-24952","25-44","MALE","BLACK"
"141546979","141546979-24515","<18","MALE","BLACK"
"141392654","141392654-24361","18-24","MALE","BLACK"
"141392654","141392654-24360","18-24","MALE","BLACK"
"141265343","141265343-24424","18-24","MALE","BLACK"
"140965517","140965517-24330","25-44","MALE","BLACK"
"140670949","140670949-24300","18-24","MALE","BLACK"
"140480086","140480086-25602","18-24","MALE","BLACK"
"140351125","140351125-24393","<18","MALE","BLACK"
"140351125","140351125-24392","18-24","MALE","BLACK"
"140340336","140340336-25053","18-24","MALE","BLACK"
"140340336","140340336-25052","18-24","MALE","BLACK"
"140340336","140340336-25051","25-44","MALE","BLACK"
"140340267","140340267-24228","25-44","MALE","BLACK"
"140340267","140340267-24215","25-44","MALE","BLACK"
"139621460","139621460-24059","18-24","MALE","BLACK"
"139621460","139621460-24058","18-24","MALE","BLACK"
"139621460","139621460-24057","18-24","MALE","BLACK"
"139461308","139461308-24024","25-44","MALE","BLACK"
"139213880","139213880-24000","45-64","MALE","BLACK"
"139213880","139213880-23990","25-44","MALE","BLACK"
"138899428","138899428-23944","18-24","MALE","BLACK"
"138833195","138833195-23924","25-44","MALE","BLACK"
"138826417","138826417-23958","18-24","MALE","BLACK"
"138811933","138811933-24084","25-44","MALE","BLACK"
"138579728","138579728-24181","18-24","MALE","BLACK"
"138533040","138533040-23984","18-24","MALE","BLACK"
"138533040","138533040-23963","18-24","MALE","BLACK"
"138477082","138477082-23918","18-24","MALE","BLACK"
"138364631","138364631-23922","25-44","MALE","BLACK"
"138364299","138364299-23858","18-24","MALE","BLACK"
"138364299","138364299-23857","18-24","MALE","BLACK"
"138364298","138364298-23851","18-24","MALE","BLACK"
"138255972","138255972-23815","<18","MALE","BLACK"
"138154767","138154767-23900","25-44","MALE","BLACK"
"137585670","137585670-23862","25-44","MALE","BLACK"
"137366592","137366592-23730","18-24","MALE","BLACK"
"137109371","137109371-23661","25-44","MALE","BLACK"
"192834302","192834302-2","18-24","MALE","BLACK"
"192834302","192834302-1","25-44","MALE","BLACK"
"190467157","190467157-1","18-24","MALE","BLACK"
"190183452","190183452-2","<18","MALE","BLACK"
"189435390","189435390-2","<18","MALE","BLACK"
"189435390","189435390-1","<18","MALE","BLACK"
"188524122","188524122-3","18-24","MALE","BLACK"
"188524122","188524122-1","18-24","MALE","BLACK"
"187867631","187867631-1","25-44","MALE","BLACK"
"186091850","186091850-27371","25-44","MALE","BLACK"
"186047193","186047193-27361","18-24","MALE","BLACK"
"186047193","186047193-1","25-44","MALE","BLACK"
"185063609","185063609-27278","<18","MALE","BLACK"
"184921285","184921285-27273","25-44","MALE","BLACK"
"183565220","183565220-27191","18-24","MALE","BLACK"
"178203197","178203197-27067","18-24","MALE","BLACK"
"175444214","175444214-27283","25-44","MALE","BLACK"
"174405030","174405030-4","18-24","MALE","BLACK"
"174405030","174405030-3","18-24","MALE","BLACK"
"174159493","174159493-26958","18-24","MALE","BLACK"
"173661540","173661540-26924","25-44","MALE","BLACK"
"172795957","172795957-27172","25-44","MALE","BLACK"
"172026679","172026679-26815","18-24","MALE","BLACK"
"171826203","171826203-26817","25-44","MALE","BLACK"
"171254026","171254026-26992","18-24","MALE","BLACK"
"170014773","170014773-26692","18-24","MALE","BLACK"
"169340774","169340774-26693","25-44","MALE","BLACK"
"169103887","169103887-26715","25-44","MALE","BLACK"
"168608859","168608859-26765","18-24","MALE","BLACK"
"168608859","168608859-26611","25-44","MALE","BLACK"
"168461316","168461316-26975","25-44","MALE","BLACK"
"168338045","168338045-26776","45-64","MALE","BLACK"
"168231380","168231380-26819","25-44","MALE","BLACK"
"167468073","167468073-26518","25-44","MALE","BLACK"
"166886662","166886662-26464","25-44","MALE","BLACK"
"166660831","166660831-26459","<18","MALE","BLACK"
"165492105","165492105-26380","25-44","MALE","BLACK"
"165492097","165492097-26367","25-44","MALE","BLACK"
"164577213","164577213-26316","<18","MALE","BLACK"
"163703970","163703970-26275","18-24","MALE","BLACK"
"163401573","163401573-1","45-64","MALE","BLACK"
"162514439","162514439-26167","25-44","MALE","BLACK"
"161644002","161644002-26115","18-24","FEMALE","BLACK"
"161531703","161531703-26175","25-44","MALE","BLACK"
"161304125","161304125-26092","18-24","MALE","BLACK"
"160509027","160509027-26496","25-44","FEMALE","BLACK"
"160509027","160509027-26135","18-24","MALE","BLACK"
"159801498","159801498-26038","18-24","MALE","BLACK"
"159259635","159259635-25984","45-64","MALE","BLACK"
"157629233","157629233-25834","25-44","MALE","BLACK"
"156853220","156853220-25762","18-24","MALE","BLACK"
"156853220","156853220-25758","18-24","MALE","BLACK"
"156756671","156756671-25808","25-44","MALE","BLACK"
"156245994","156245994-26270","25-44","MALE","BLACK"
"155995755","155995755-25669","25-44","MALE","BLACK"
"155552963","155552963-25965","18-24","MALE","BLACK"
"155509200","155509200-25630","18-24","FEMALE","BLACK"
"155372446","155372446-25693","18-24","FEMALE","BLACK"
"155372446","155372446-25692","25-44","MALE","BLACK"
"155372444","155372444-25595","25-44","MALE","BLACK"
"154650615","154650615-25549","18-24","MALE","BLACK"
"154080950","154080950-25585","25-44","MALE","BLACK"
"154049393","154049393-25492","25-44","MALE","BLACK"
"153710637","153710637-25462","25-44","MALE","BLACK"
"153655025","153655025-25517","18-24","MALE","BLACK"
"153575113","153575113-25502","18-24","MALE","BLACK"
"153575113","153575113-25478","18-24","MALE","BLACK"
"153332426","153332426-25580","25-44","MALE","BLACK"
"152216263","152216263-25510","25-44","MALE","BLACK"
"151113817","151113817-25337","25-44","MALE","BLACK"
"149454098","149454098-25354","25-44","MALE","BLACK"
"226949679","226949679-1","18-24","MALE","BLACK"
"226705490","226705490-1","45-64","MALE","BLACK"
"226323779","226323779-2","25-44","MALE","BLACK"
"225620486","225620486-2","25-44","MALE","BLACK"
"225620486","225620486-1","25-44","MALE","BLACK"
"223827860","223827860-1","18-24","MALE","BLACK"
"223198985","223198985-1","18-24","MALE","BLACK"
"223046900","223046900-1","18-24","MALE","BLACK"
"222563766","222563766-3","18-24","MALE","BLACK"
"222563766","222563766-2","18-24","MALE","BLACK"
"222563766","222563766-1","18-24","MALE","BLACK"
"221490196","221490196-2","25-44","MALE","BLACK"
"221490196","221490196-1","18-24","MALE","BLACK"
"220116256","220116256-1","25-44","MALE","BLACK"
"219862699","219862699-2","25-44","MALE","BLACK"
"219862699","219862699-1","25-44","MALE","BLACK"
"219811966","219811966-1","25-44","MALE","BLACK"
"219604251","219604251-1","25-44","MALE","BLACK"
"218513676","218513676-1","25-44","MALE","BLACK"
"218116166","218116166-1","45-64","MALE","BLACK"
"217220150","217220150-1","25-44","MALE","BLACK"
"217076772","217076772-1","18-24","FEMALE","BLACK"
"216930291","216930291-3","25-44","MALE","BLACK"
"216930291","216930291-2","18-24","MALE","BLACK"
"216930291","216930291-1","18-24","MALE","BLACK"
"216922895","216922895-1","18-24","MALE","BLACK"
"216355701","216355701-1","25-44","MALE","BLACK"
"216157556","216157556-1","25-44","MALE","BLACK"
"215767017","215767017-1","25-44","MALE","BLACK"
"215536323","215536323-1","25-44","MALE","BLACK"
"215303002","215303002-1","18-24","MALE","BLACK"
"215226536","215226536-2","18-24","MALE","BLACK"
"215226536","215226536-1","18-24","MALE","BLACK"
"214693510","214693510-1","18-24","MALE","BLACK"
"214215424","214215424-2","18-24","MALE","BLACK"
"214215424","214215424-1","18-24","MALE","BLACK"
"214183639","214183639-1","18-24","MALE","BLACK"
"213943826","213943826-1","25-44","MALE","BLACK"
"213188078","213188078-1","25-44","FEMALE","BLACK"
"212336415","212336415-1","18-24","MALE","BLACK"
"210025100","210025100-1","18-24","MALE","BLACK"
"209747701","209747701-1","45-64","MALE","BLACK"
"208008880","208008880-1","18-24","MALE","BLACK"
"206570261","206570261-2","18-24","MALE","BLACK"
"205124100","205124100-1","18-24","MALE","BLACK"
"203676928","203676928-2","25-44","MALE","BLACK"
"203676928","203676928-1","45-64","MALE","BLACK"
"203348700","203348700-1","25-44","MALE","BLACK"
"203041427","203041427-1","18-24","MALE","BLACK"
"202770947","202770947-1","18-24","MALE","BLACK"
"202566072","202566072-1","25-44","MALE","BLACK"
"202325345","202325345-1","25-44","MALE","BLACK"
"200263247","200263247-4","25-44","MALE","BLACK"
"200263247","200263247-3","25-44","MALE","BLACK"
"200263247","200263247-2","25-44","MALE","BLACK"
"200263247","200263247-1","25-44","MALE","BLACK"
"200209680","200209680-4","25-44","MALE","BLACK"
"200209680","200209680-2","25-44","MALE","BLACK"
"200056610","200056610-1","<18","MALE","BLACK"
"199134403","199134403-1","45-64","MALE","BLACK"
"197953471","197953471-2","<18","MALE","BLACK"
"197953471","197953471-1","18-24","MALE","BLACK"
"197475508","197475508-1","<18","MALE","BLACK"
"197293450","197293450-1","<18","MALE","BLACK"
"196276908","196276908-1","18-24","MALE","BLACK"
"195854214","195854214-1","18-24","MALE","BLACK"
"195604250","195604250-1","25-44","MALE","BLACK"
"195440618","195440618-1","18-24","MALE","BLACK"
"195397264","195397264-1","25-44","MALE","BLACK"
"195102366","195102366-1","25-44","MALE","BLACK"
"193118593","193118593-1","18-24","MALE","BLACK"
"73433694","73433694-18818","18-24","MALE","BLACK"
"73397678","73397678-18796","UNKNOWN","MALE","BLACK"
"73308905","73308905-18828","UNKNOWN","MALE","BLACK"
"72983200","72983200-18701","18-24","MALE","BLACK"
"72982612","72982612-18705","UNKNOWN","MALE","BLACK"
"72214692","72214692-18474","25-44","MALE","BLACK"
"72214692","72214692-18473","25-44","MALE","BLACK"
"72214692","72214692-18472","25-44","MALE","BLACK"
"72214692","72214692-18471","25-44","MALE","BLACK"
"72086138","72086138-18432","18-24","MALE","BLACK"
"71859339","71859339-18383","25-44","MALE","BLACK"
"71608993","71608993-18288","18-24","MALE","BLACK"
"71421995","71421995-18245","UNKNOWN","MALE","BLACK"
"71421995","71421995-18244","UNKNOWN","MALE","BLACK"
"71321199","71321199-18390","25-44","MALE","BLACK"
"71321199","71321199-18220","<18","MALE","BLACK"
"71032457","71032457-18161","UNKNOWN","MALE","BLACK"
"69419358","69419358-18033","25-44","MALE","BLACK"
"69079433","69079433-17974","25-44","MALE","BLACK"
"67847583","67847583-17824","25-44","MALE","BLACK"
"66984999","66984999-17708","18-24","MALE","BLACK"
"66928845","66928845-17693","18-24","MALE","BLACK"
"66729665","66729665-17656","18-24","MALE","BLACK"
"66269909","66269909-17606","UNKNOWN","MALE","BLACK"
"66269909","66269909-17605","UNKNOWN","MALE","BLACK"
"65687102","65687102-17487","25-44","MALE","BLACK"
"65129174","65129174-17420","18-24","MALE","BLACK"
"64924982","64924982-17392","18-24","MALE","BLACK"
"64822408","64822408-17369","<18","MALE","BLACK"
"64775770","64775770-17357","25-44","MALE","BLACK"
"64689065","64689065-17378","25-44","MALE","BLACK"
"64422381","64422381-17270","18-24","MALE","BLACK"
"63998348","63998348-17159","18-24","MALE","BLACK"
"63796438","63796438-17571","25-44","MALE","BLACK"
"63796438","63796438-17134","18-24","MALE","BLACK"
"63701789","63701789-17124","25-44","MALE","BLACK"
"63633475","63633475-17622","25-44","MALE","BLACK"
"63189241","63189241-17018","<18","MALE","BLACK"
"63168504","63168504-26756","25-44","MALE","BLACK"
"63168504","63168504-25722","18-24","MALE","BLACK"
"63168504","63168504-25082","25-44","MALE","BLACK"
"62968507","62968507-16997","<18","MALE","BLACK"
"62773208","62773208-16995","18-24","MALE","BLACK"
"62773208","62773208-16946","18-24","MALE","BLACK"
"62773205","62773205-16935","18-24","MALE","BLACK"
"62725595","62725595-16948","18-24","MALE","BLACK"
"62504889","62504889-16878","25-44","MALE","BLACK"
"62200684","62200684-23391","25-44","MALE","BLACK"
"62172457","62172457-16919","18-24","MALE","BLACK"
"62172457","62172457-16918","18-24","MALE","BLACK"
"231133996","231133996-3","18-24","MALE","BLACK"
"231133996","231133996-2","18-24","MALE","BLACK"
"230788300","230788300-1","25-44","MALE","BLACK"
"230482152","230482152-1","18-24","MALE","BLACK"
"230448646","230448646-1","25-44","MALE","BLACK"
"230015421","230015421-2","18-24","MALE","BLACK"
"230015421","230015421-1","18-24","MALE","BLACK"
"229826459","229826459-1","45-64","MALE","BLACK"
"229514433","229514433-1","25-44","MALE","BLACK"
"228672737","228672737-5","18-24","MALE","BLACK"
"228672737","228672737-3","<18","MALE","BLACK"
"228672737","228672737-2","<18","MALE","BLACK"
"228672737","228672737-1","18-24","MALE","BLACK"
"228262994","228262994-1","18-24","MALE","BLACK"
"228258633","228258633-2","25-44","FEMALE","BLACK"
"228258633","228258633-1","25-44","MALE","BLACK"
"227987579","227987579-1","25-44","MALE","BLACK"
"227647468","227647468-1","18-24","MALE","BLACK"
"227509416","227509416-2","18-24","MALE","BLACK"
"227509416","227509416-1","25-44","MALE","BLACK"
"227000638","227000638-1","25-44","MALE","BLACK"
"84923978","84923978-21619","18-24","MALE","BLACK"
"84923978","84923978-21618","18-24","MALE","BLACK"
"84371227","84371227-21508","25-44","MALE","BLACK"
"84104016","84104016-22042","18-24","MALE","BLACK"
"84017224","84017224-21594","25-44","MALE","BLACK"
"83722765","83722765-21379","25-44","MALE","BLACK"
"83722765","83722765-21378","18-24","MALE","BLACK"
"83706102","83706102-21423","25-44","MALE","BLACK"
"83292063","83292063-21304","25-44","MALE","BLACK"
"83148510","83148510-21305","45-64","MALE","BLACK"
"82623274","82623274-21173","<18","MALE","BLACK"
"82419566","82419566-21285","18-24","MALE","BLACK"
"82393389","82393389-24294","18-24","MALE","BLACK"
"82393389","82393389-24293","18-24","MALE","BLACK"
"82393389","82393389-24292","18-24","MALE","BLACK"
"82393389","82393389-24240","18-24","MALE","BLACK"
"82361755","82361755-21118","<18","MALE","BLACK"
"81970351","81970351-21283","25-44","MALE","BLACK"
"81843639","81843639-21039","25-44","MALE","BLACK"
"81712620","81712620-20973","<18","MALE","BLACK"
"81621244","81621244-20961","18-24","MALE","BLACK"
"81341797","81341797-20940","18-24","MALE","BLACK"
"81248485","81248485-21007","18-24","MALE","BLACK"
"81216178","81216178-20934","18-24","MALE","BLACK"
"81213694","81213694-20856","18-24","MALE","BLACK"
"81213693","81213693-20863","25-44","MALE","BLACK"
"81158051","81158051-20835","<18","MALE","BLACK"
"81138895","81138895-20854","18-24","MALE","BLACK"
"81035628","81035628-20920","<18","FEMALE","BLACK"
"80881468","80881468-20941","25-44","MALE","BLACK"
"80881468","80881468-20918","25-44","MALE","BLACK"
"80742844","80742844-20788","<18","MALE","BLACK"
"80742844","80742844-20710","UNKNOWN","MALE","BLACK"
"80597682","80597682-20668","25-44","MALE","BLACK"
"80576265","80576265-20642","25-44","MALE","BLACK"
"80349679","80349679-20557","UNKNOWN","MALE","BLACK"
"80238917","80238917-20502","18-24","MALE","BLACK"
"79977747","79977747-20669","25-44","MALE","BLACK"
"79977747","79977747-20417","25-44","MALE","BLACK"
"79853872","79853872-20371","18-24","MALE","BLACK"
"79719090","79719090-20333","18-24","MALE","BLACK"
"79499792","79499792-20703","<18","MALE","BLACK"
"79451577","79451577-20313","18-24","MALE","BLACK"
"79451577","79451577-20312","<18","MALE","BLACK"
"79202266","79202266-20213","25-44","MALE","BLACK"
"79202266","79202266-20212","18-24","MALE","BLACK"
"78622563","78622563-20099","18-24","MALE","BLACK"
"78019136","78019136-19914","25-44","MALE","BLACK"
"77688965","77688965-19859","25-44","MALE","BLACK"
"77327689","77327689-19771","25-44","MALE","BLACK"
"77104934","77104934-19715","UNKNOWN","MALE","BLACK"
"77104934","77104934-19714","UNKNOWN","MALE","BLACK"
"76723982","76723982-19624","18-24","MALE","BLACK"
"76575614","76575614-19585","UNKNOWN","MALE","BLACK"
"76100885","76100885-19583","UNKNOWN","MALE","BLACK"
"75330410","75330410-19429","25-44","MALE","BLACK"
"75201230","75201230-19389","18-24","MALE","BLACK"
"74989385","74989385-19314","UNKNOWN","MALE","BLACK"
"74895036","74895036-25547","25-44","MALE","BLACK"
"74153300","74153300-19046","18-24","MALE","BLACK"
"74098162","74098162-19661","18-24","MALE","BLACK"
"74058684","74058684-19193","<18","MALE","BLACK"
"74054027","74054027-19016","18-24","MALE","BLACK"
"74006223","74006223-19059","18-24","MALE","BLACK"
"74006223","74006223-19004","18-24","MALE","BLACK"
"74006223","74006223-19002","18-24","MALE","BLACK"
"74006223","74006223-19000","18-24","MALE","BLACK"
"73921215","73921215-19475","25-44","MALE","BLACK"
"73778355","73778355-18956","<18","MALE","BLACK"
"73755742","73755742-18933","18-24","MALE","BLACK"
"73755742","73755742-18927","18-24","MALE","BLACK"
"136793219","136793219-23605","18-24","MALE","BLACK"
"136687484","136687484-23767","25-44","MALE","BLACK"
"136660501","136660501-23643","18-24","FEMALE","BLACK"
"136660501","136660501-23598","18-24","MALE","BLACK"
"136441850","136441850-23559","18-24","MALE","BLACK"
"95504870","95504870-24184","25-44","MALE","BLACK"
"95375617","95375617-23437","25-44","MALE","BLACK"
"94903457","94903457-23424","25-44","MALE","BLACK"
"94710373","94710373-23333","45-64","MALE","BLACK"
"94549159","94549159-23347","18-24","MALE","BLACK"
"94229920","94229920-23319","25-44","MALE","BLACK"
"94058077","94058077-23273","18-24","MALE","BLACK"
"93627252","93627252-24462","45-64","MALE","BLACK"
"93499462","93499462-23137","25-44","MALE","BLACK"
"93179714","93179714-24169","18-24","MALE","BLACK"
"93179714","93179714-23098","18-24","MALE","BLACK"
"93122433","93122433-23070","18-24","MALE","BLACK"
"93068399","93068399-23145","25-44","MALE","BLACK"
"92992152","92992152-23049","18-24","MALE","BLACK"
"92903811","92903811-23621","25-44","FEMALE","BLACK"
"92786027","92786027-23016","25-44","MALE","BLACK"
"92550741","92550741-22984","25-44","MALE","BLACK"
"92079598","92079598-22999","18-24","MALE","BLACK"
"91739682","91739682-22961","25-44","MALE","BLACK"
"91572525","91572525-23083","18-24","MALE","BLACK"
"91531974","91531974-22833","18-24","MALE","BLACK"
"91196915","91196915-22768","25-44","MALE","BLACK"
"91045428","91045428-22748","25-44","MALE","BLACK"
"91000085","91000085-22741","25-44","MALE","BLACK"
"90925979","90925979-22723","<18","MALE","BLACK"
"90677638","90677638-22709","18-24","MALE","BLACK"
"90677638","90677638-22708","18-24","MALE","BLACK"
"90636512","90636512-22714","25-44","FEMALE","BLACK"
"90576798","90576798-22991","45-64","MALE","BLACK"
"90253570","90253570-22634","18-24","MALE","BLACK"
"90253570","90253570-22633","<18","MALE","BLACK"
"90212417","90212417-22680","18-24","MALE","BLACK"
"89937880","89937880-22733","18-24","MALE","BLACK"
"89875794","89875794-22574","25-44","MALE","BLACK"
"88421874","88421874-22362","<18","MALE","BLACK"
"88244183","88244183-22306","18-24","MALE","BLACK"
"88244183","88244183-22305","18-24","MALE","BLACK"
"88226197","88226197-22308","25-44","MALE","BLACK"
"88226197","88226197-22304","25-44","MALE","BLACK"
"87798407","87798407-22558","25-44","MALE","BLACK"
"87727620","87727620-22229","18-24","MALE","BLACK"
"87443958","87443958-22158","25-44","MALE","BLACK"
"87224289","87224289-22114","25-44","MALE","BLACK"
"87060868","87060868-22147","18-24","MALE","BLACK"
"86990677","86990677-22138","25-44","MALE","BLACK"
"86877083","86877083-22032","25-44","MALE","BLACK"
"86877083","86877083-22031","18-24","MALE","BLACK"
"86876841","86876841-22051","25-44","MALE","BLACK"
"86870746","86870746-22093","25-44","MALE","BLACK"
"85976979","85976979-21845","25-44","MALE","BLACK"
"85744505","85744505-21961","25-44","MALE","BLACK"
"85688644","85688644-21780","18-24","MALE","BLACK"
"85643669","85643669-21791","25-44","MALE","BLACK"
"85586659","85586659-21747","<18","MALE","BLACK"
"85518943","85518943-22034","25-44","MALE","BLACK"
"85440354","85440354-21817","18-24","MALE","BLACK"
"85352280","85352280-21853","18-24","MALE","BLACK"
"85235457","85235457-22053","18-24","MALE","BLACK"
"85235457","85235457-22052","18-24","MALE","BLACK"
"85171395","85171395-21648","18-24","MALE","BLACK"
"85124507","85124507-21642","18-24","MALE","BLACK"
"85124507","85124507-21641","<18","MALE","BLACK"
"85124507","85124507-21640","18-24","MALE","BLACK"
"85124507","85124507-21639","18-24","MALE","BLACK"
"84945384","84945384-21602","25-44","MALE","BLACK"
"84923978","84923978-21620","18-24","MALE","BLACK"
"151175140","151175140-25514","18-24","MALE","BLACK"
"150705406","150705406-25230","18-24","MALE","BLACK"
"150165507","150165507-25187","25-44","MALE","BLACK"
"150165507","150165507-25186","18-24","MALE","BLACK"
"150165507","150165507-25185","25-44","MALE","BLACK"
