"INCIDENT_KEY","PERP_ID","PERP_AGE_GROUP","PERP_SEX","PERP_RACE"
"288208647","288208647-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"73517103","73517103-18843","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"193462348","193462348-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"186606271","186606271-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"168757750","168757750-26618","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"81042175","81042175-20813","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"71701593","71701593-18415","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"59801053","59801053-16524","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"220553700","220553700-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"220063007","220063007-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"214102398","214102398-3","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"214102398","214102398-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"142858797","142858797-25008","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"94549159","94549159-23346","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"84817119","84817119-21600","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"76723982","76723982-19623","<18","MALE","ASIAN / PACIFIC ISLANDER"
"76723982","76723982-19622","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"231008085","231008085-1","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"190144578","190144578-2","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"164781178","164781178-26320","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"136393517","136393517-23534","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"219751446","219751446-1","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"139767955","139767955-25336","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"83215413","83215413-21584","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"77758043","77758043-19893","<18","MALE","ASIAN / PACIFIC ISLANDER"
"77758043","77758043-19892","<18","MALE","ASIAN / PACIFIC ISLANDER"
"76598990","76598990-19587","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"74788924","74788924-19300","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"234930233","234930233-1","25-44","FEMALE","ASIAN / PACIFIC ISLANDER"
"234433694","234433694-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"225168411","225168411-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"144825551","144825551-24711","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"95338625","95338625-23462","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"223201958","223201958-3","25-44","FEMALE","ASIAN / PACIFIC ISLANDER"
"141239717","141239717-24924","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"80558961","80558961-21497","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"229188687","229188687-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"171826202","171826202-26829","<18","MALE","ASIAN / PACIFIC ISLANDER"
"87670469","87670469-22217","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"79853876","79853876-20443","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"55299658","55299658-16222","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"55299658","55299658-16083","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"54120281","54120281-15825","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"34129868","34129868-13218","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"227497353","227497353-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"221346750","221346750-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"208309290","208309290-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"199134402","199134402-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"148363829","148363829-25126","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"140452154","140452154-24496","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"139409357","139409357-24193","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"94146873","94146873-23241","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"94046068","94046068-23413","18-24","FEMALE","ASIAN / PACIFIC ISLANDER"
"73478864","73478864-18836","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"73017572","73017572-18709","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"69420482","69420482-18034","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"50070601","50070601-15276","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"24248675","24248675-11041","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"10953939","10953939-9645","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"10333328","10333328-9692","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"10333328","10333328-9691","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"10333328","10333328-9355","<18","MALE","ASIAN / PACIFIC ISLANDER"
"10333328","10333328-9293","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"26087355","26087355-11975","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"37231974","37231974-13836","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"25283460","25283460-11486","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"45374523","45374523-14326","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"45789784","45789784-14377","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"10137411","10137411-9258","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"50433504","50433504-15269","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"35855621","35855621-13729","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"28206270","28206270-12191","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"271171073","271171073-1","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"243648758","243648758-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"235765524","235765524-1","<18","MALE","ASIAN / PACIFIC ISLANDER"
"310820656","310820656-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"278865241","278865241-1","<18","MALE","ASIAN / PACIFIC ISLANDER"
"304666141","304666141-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"243767115","243767115-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"243767115","243767115-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"242092030","242092030-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"219696871","219696871-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"212823698","212823698-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"168000271","168000271-26549","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"138609160","138609160-23897","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"91404965","91404965-22793","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"89298331","89298331-22494","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"67112804","67112804-17713","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"266051445","266051445-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"265681413","265681413-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"247200781","247200781-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"247200781","247200781-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"227000895","227000895-2","<18","MALE","ASIAN / PACIFIC ISLANDER"
"221484508","221484508-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"218777497","218777497-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"212640102","212640102-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"193939356","193939356-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"93726282","93726282-23156","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"278627524","278627524-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"276262588","276262588-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"311110783","311110783-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"271818920","271818920-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"278428997","278428997-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"267492349","267492349-1","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"234756219","234756219-3","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"245439464","245439464-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"245439464","245439464-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"237744900","237744900-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"233828559","233828559-1","25-44","FEMALE","ASIAN / PACIFIC ISLANDER"
"232978776","232978776-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"80037718","80037718-20715","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"315454288","315454288-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"315454288","315454288-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"281552304","281552304-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"281552304","281552304-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"270274905","270274905-4","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"270274905","270274905-3","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"270274905","270274905-2","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"270274905","270274905-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"252822737","252822737-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"247678274","247678274-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"198948495","198948495-1","<18","MALE","ASIAN / PACIFIC ISLANDER"
"151383175","151383175-25297","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"140088780","140088780-24121","<18","MALE","ASIAN / PACIFIC ISLANDER"
"91058000","91058000-22776","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"79789467","79789467-20356","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"198595257","198595257-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"150671639","150671639-25225","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"92175189","92175189-22919","<18","MALE","ASIAN / PACIFIC ISLANDER"
"75886518","75886518-19533","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"71701592","71701592-18355","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"71701592","71701592-18354","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"71701592","71701592-18316","UNKNOWN","MALE","ASIAN / PACIFIC ISLANDER"
"61745482","61745482-16747","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"158064300","158064300-25855","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"141298012","141298012-24927","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"229169935","229169935-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"227127702","227127702-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"220122285","220122285-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"217420954","217420954-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"201573935","201573935-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"140944022","140944022-24301","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"76088534","76088534-19627","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"308005978","308005978-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"273301859","273301859-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"271556089","271556089-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"244970464","244970464-4","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"244970464","244970464-3","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"244970464","244970464-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"238930138","238930138-1","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"278143542","278143542-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"265350047","265350047-1","45-64","MALE","ASIAN / PACIFIC ISLANDER"
"246250739","246250739-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"315658031","315658031-1","<18","FEMALE","ASIAN / PACIFIC ISLANDER"
"281134487","281134487-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"278066398","278066398-2","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"233179436","233179436-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"232632360","232632360-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"220870734","220870734-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"311113696","311113696-2","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"289233744","289233744-3","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"289233744","289233744-2","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"289233744","289233744-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"271016897","271016897-2","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"271016897","271016897-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"269301981","269301981-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"298444104","298444104-1","25-44","MALE","ASIAN / PACIFIC ISLANDER"
"273837715","273837715-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"294818629","294818629-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"288434701","288434701-1","18-24","MALE","ASIAN / PACIFIC ISLANDER"
"274729784","274729784-1","<18","MALE","ASIAN / PACIFIC ISLANDER"
"295775768","295775768-1","25-44","MALE","BLACK"
"26430181","26430181-11938","18-24","MALE","BLACK"
"26087356","26087356-11797","18-24","MALE","BLACK"
"26054096","26054096-11789","18-24","MALE","BLACK"
"25713834","25713834-11647","UNKNOWN","MALE","BLACK"
"25527193","25527193-11583","UNKNOWN","MALE","BLACK"
"25527193","25527193-11582","25-44","MALE","BLACK"
"25424627","25424627-11542","UNKNOWN","MALE","BLACK"
"25424625","25424625-11536","UNKNOWN","MALE","BLACK"
"25313900","25313900-11496","25-44","MALE","BLACK"
"25297608","25297608-11493","18-24","MALE","BLACK"
"25297605","25297605-16320","25-44","MALE","BLACK"
"25257126","25257126-11485","UNKNOWN","MALE","BLACK"
"24814512","24814512-11293","18-24","MALE","BLACK"
"24814499","24814499-11323","18-24","MALE","BLACK"
"24717008","24717008-11211","UNKNOWN","MALE","BLACK"
"24687027","24687027-11255","UNKNOWN","MALE","BLACK"
"24687027","24687027-11254","UNKNOWN","MALE","BLACK"
"24516761","24516761-11157","<18","MALE","BLACK"
"24449554","24449554-11100","18-24","MALE","BLACK"
"24394053","24394053-11077","25-44","MALE","BLACK"
"24303624","24303624-11042","UNKNOWN","MALE","BLACK"
"24303624","24303624-11040","UNKNOWN","MALE","BLACK"
"24027561","24027561-10854","UNKNOWN","FEMALE","BLACK"
"24027561","24027561-10853","UNKNOWN","MALE","BLACK"
"23945311","23945311-10810","25-44","MALE","BLACK"
"23846692","23846692-10757","UNKNOWN","MALE","BLACK"
"23791864","23791864-10724","UNKNOWN","MALE","BLACK"
"23791864","23791864-10723","UNKNOWN","MALE","BLACK"
"23791864","23791864-10715","UNKNOWN","MALE","BLACK"
"23775803","23775803-10786","UNKNOWN","FEMALE","BLACK"
"23775803","23775803-10785","UNKNOWN","MALE","BLACK"
"23775803","23775803-10696","UNKNOWN","MALE","BLACK"
"23710961","23710961-10650","18-24","MALE","BLACK"
"23625568","23625568-10600","18-24","MALE","BLACK"
"23625562","23625562-10588","UNKNOWN","MALE","BLACK"
"23588715","23588715-10568","UNKNOWN","MALE","BLACK"
"23588715","23588715-10567","UNKNOWN","MALE","BLACK"
"23354115","23354115-10342","UNKNOWN","MALE","BLACK"
"23354101","23354101-10310","18-24","MALE","BLACK"
"23354061","23354061-10258","18-24","MALE","BLACK"
"16895009","16895009-10185","UNKNOWN","MALE","BLACK"
"16895009","16895009-10184","UNKNOWN","MALE","BLACK"
"16631505","16631505-10028","<18","MALE","BLACK"
"16631473","16631473-9974","UNKNOWN","MALE","BLACK"
"16631467","16631467-9963","45-64","MALE","BLACK"
"15400546","15400546-9859","25-44","MALE","BLACK"
"12835936","12835936-9812","18-24","MALE","BLACK"
"12679350","12679350-9797","UNKNOWN","MALE","BLACK"
"11118250","11118250-9785","25-44","MALE","BLACK"
"11118246","11118246-9779","25-44","MALE","BLACK"
"11118242","11118242-9772","UNKNOWN","MALE","BLACK"
"11118241","11118241-9771","UNKNOWN","MALE","BLACK"
"11118228","11118228-9757","UNKNOWN","MALE","BLACK"
"11118228","11118228-9754","UNKNOWN","MALE","BLACK"
"11118215","11118215-9731","UNKNOWN","MALE","BLACK"
"10660747","10660747-9458","<18","MALE","BLACK"
"10619087","10619087-9444","<18","MALE","BLACK"
"10619080","10619080-9466","UNKNOWN","MALE","BLACK"
"10619080","10619080-9465","UNKNOWN","MALE","BLACK"
"10619080","10619080-9464","UNKNOWN","MALE","BLACK"
"10619080","10619080-9437","UNKNOWN","MALE","BLACK"
"10619074","10619074-9427","18-24","MALE","BLACK"
"10619067","10619067-9416","UNKNOWN","MALE","BLACK"
"10411002","10411002-9317","UNKNOWN","MALE","BLACK"
"10411002","10411002-9316","UNKNOWN","MALE","BLACK"
"10333333","10333333-9298","UNKNOWN","MALE","BLACK"
"10240262","10240262-9262","UNKNOWN","MALE","BLACK"
"10240251","10240251-9248","18-24","MALE","BLACK"
"10137426","10137426-9145","<18","MALE","BLACK"
"10038630","10038630-9071","UNKNOWN","MALE","BLACK"
"10038630","10038630-9070","UNKNOWN","MALE","BLACK"
"35158621","35158621-13533","UNKNOWN","MALE","BLACK"
"35114027","35114027-13522","25-44","MALE","BLACK"
"35114027","35114027-13521","25-44","MALE","BLACK"
"34955935","34955935-13484","18-24","MALE","BLACK"
"34864267","34864267-13459","<18","MALE","BLACK"
"34795356","34795356-13435","18-24","MALE","BLACK"
"34774111","34774111-16912","25-44","MALE","BLACK"
"34774111","34774111-16876","25-44","MALE","BLACK"
"34774111","34774111-16387","25-44","MALE","BLACK"
"34481493","34481493-13400","UNKNOWN","MALE","BLACK"
"34414961","34414961-13333","UNKNOWN","MALE","BLACK"
"34396683","34396683-13336","18-24","MALE","BLACK"
"34377236","34377236-13306","18-24","MALE","BLACK"
"34377232","34377232-13301","25-44","MALE","BLACK"
"34377231","34377231-13300","18-24","MALE","BLACK"
"34162751","34162751-13235","25-44","MALE","BLACK"
"34129875","34129875-13221","UNKNOWN","MALE","BLACK"
"34129873","34129873-13352","18-24","MALE","BLACK"
"33992789","33992789-13168","UNKNOWN","MALE","BLACK"
"33992789","33992789-13167","UNKNOWN","MALE","BLACK"
"33992789","33992789-13166","UNKNOWN","MALE","BLACK"
"33962075","33962075-13160","UNKNOWN","MALE","BLACK"
"33962075","33962075-13159","UNKNOWN","MALE","BLACK"
"33962075","33962075-13158","UNKNOWN","MALE","BLACK"
"33860393","33860393-13134","25-44","MALE","BLACK"
"33725003","33725003-13105","UNKNOWN","MALE","BLACK"
"33725003","33725003-13104","UNKNOWN","MALE","BLACK"
"33691632","33691632-13123","18-24","MALE","BLACK"
"33636000","33636000-13360","18-24","MALE","BLACK"
"33397045","33397045-13102","25-44","MALE","BLACK"
"33353736","33353736-13573","25-44","MALE","BLACK"
"33353736","33353736-13572","18-24","MALE","BLACK"
"32835036","32835036-12776","UNKNOWN","MALE","BLACK"
"32320691","32320691-12669","18-24","MALE","BLACK"
"32272872","32272872-12656","25-44","MALE","BLACK"
"32272871","32272871-12819","UNKNOWN","MALE","BLACK"
"32272871","32272871-12818","UNKNOWN","MALE","BLACK"
"32272871","32272871-12817","UNKNOWN","MALE","BLACK"
"29479154","29479154-12732","18-24","MALE","BLACK"
"29406949","29406949-12574","UNKNOWN","MALE","BLACK"
"29406949","29406949-12573","UNKNOWN","MALE","BLACK"
"29406949","29406949-12572","UNKNOWN","MALE","BLACK"
"29406949","29406949-12571","UNKNOWN","MALE","BLACK"
"29373510","29373510-12567","18-24","MALE","BLACK"
"29373510","29373510-12566","18-24","MALE","BLACK"
"29301884","29301884-12530","18-24","MALE","BLACK"
"29277326","29277326-12691","18-24","MALE","BLACK"
"29246083","29246083-12544","UNKNOWN","MALE","BLACK"
"29080494","29080494-13964","25-44","MALE","BLACK"
"29080494","29080494-13657","25-44","MALE","BLACK"
"29080494","29080494-13556","25-44","MALE","BLACK"
"29080494","29080494-12431","25-44","MALE","BLACK"
"29013341","29013341-12400","25-44","MALE","BLACK"
"28980868","28980868-12394","UNKNOWN","MALE","BLACK"
"28946341","28946341-12387","18-24","MALE","BLACK"
"28832628","28832628-12365","<18","MALE","BLACK"
"28812355","28812355-12345","<18","MALE","BLACK"
"28790281","28790281-12389","25-44","MALE","BLACK"
"28742772","28742772-12436","UNKNOWN","MALE","BLACK"
"28590673","28590673-12279","UNKNOWN","MALE","BLACK"
"28560895","28560895-12312","18-24","MALE","BLACK"
"28560895","28560895-12306","25-44","MALE","BLACK"
"28460613","28460613-12256","18-24","MALE","BLACK"
"27326286","27326286-12111","25-44","MALE","BLACK"
"27026437","27026437-12055","25-44","MALE","BLACK"
"26823547","26823547-12023","25-44","FEMALE","BLACK"
"26823547","26823547-12016","UNKNOWN","MALE","BLACK"
"26755980","26755980-12048","18-24","MALE","BLACK"
"26755980","26755980-12002","18-24","MALE","BLACK"
"26755980","26755980-12001","18-24","MALE","BLACK"
"26640630","26640630-12402","UNKNOWN","MALE","BLACK"
"11118236","11118236-9765","25-44","MALE","BLACK"
"11118227","11118227-9753","18-24","MALE","BLACK"
"11118210","11118210-9726","18-24","MALE","BLACK"
"11118208","11118208-9847","UNKNOWN","MALE","BLACK"
"11118208","11118208-9846","UNKNOWN","MALE","BLACK"
"11118208","11118208-9723","UNKNOWN","MALE","BLACK"
"11118207","11118207-9734","UNKNOWN","MALE","BLACK"
"11118207","11118207-9722","UNKNOWN","MALE","BLACK"
"11118193","11118193-9698","25-44","MALE","BLACK"
"10969346","10969346-9660","UNKNOWN","MALE","BLACK"
"10969346","10969346-9657","UNKNOWN","MALE","BLACK"
"10953942","10953942-9648","UNKNOWN","MALE","BLACK"
"10904916","10904916-9611","18-24","MALE","BLACK"
"10879227","10879227-9607","18-24","MALE","BLACK"
"10660754","10660754-9470","18-24","MALE","BLACK"
"10619060","10619060-9405","UNKNOWN","MALE","BLACK"
"10619057","10619057-9401","25-44","MALE","BLACK"
"10333324","10333324-9288","25-44","MALE","BLACK"
"10333307","10333307-9268","25-44","MALE","BLACK"
"10240245","10240245-9242","18-24","MALE","BLACK"
"10240245","10240245-9241","25-44","MALE","BLACK"
"10240245","10240245-9240","25-44","MALE","BLACK"
"10240245","10240245-9232","18-24","MALE","BLACK"
"10187520","10187520-9220","UNKNOWN","MALE","BLACK"
"10187519","10187519-9217","18-24","MALE","BLACK"
"10187515","10187515-9209","18-24","MALE","BLACK"
"10187490","10187490-9244","18-24","MALE","BLACK"
"10187490","10187490-9169","18-24","MALE","BLACK"
"10137408","10137408-9101","18-24","MALE","BLACK"
"48440045","48440045-14976","25-44","MALE","BLACK"
"48418958","48418958-19372","25-44","MALE","BLACK"
"48304786","48304786-14939","18-24","MALE","BLACK"
"48243736","48243736-14911","UNKNOWN","MALE","BLACK"
"48243736","48243736-14910","UNKNOWN","MALE","BLACK"
"48243736","48243736-14909","UNKNOWN","MALE","BLACK"
"48043472","48043472-15131","<18","MALE","BLACK"
"47851712","47851712-14822","25-44","MALE","BLACK"
"47851712","47851712-14816","18-24","MALE","BLACK"
"47768909","47768909-15058","45-64","MALE","BLACK"
"47515489","47515489-14849","UNKNOWN","MALE","BLACK"
"47515489","47515489-14848","UNKNOWN","MALE","BLACK"
"47447807","47447807-14940","25-44","MALE","BLACK"
"47360931","47360931-15938","25-44","MALE","BLACK"
"47360931","47360931-14743","25-44","MALE","BLACK"
"47334457","47334457-14732","18-24","MALE","BLACK"
"46849913","46849913-14598","25-44","MALE","BLACK"
"46828606","46828606-14592","18-24","MALE","BLACK"
"46425487","46425487-16248","<18","MALE","BLACK"
"46048906","46048906-14426","<18","MALE","BLACK"
"45990092","45990092-14418","18-24","MALE","BLACK"
"45990092","45990092-14417","18-24","MALE","BLACK"
"45898006","45898006-14517","18-24","MALE","BLACK"
"45872842","45872842-14386","UNKNOWN","MALE","BLACK"
"45872842","45872842-14385","UNKNOWN","MALE","BLACK"
"45337938","45337938-14321","18-24","MALE","BLACK"
"45183542","45183542-14292","25-44","MALE","BLACK"
"44409483","44409483-14163","18-24","MALE","BLACK"
"39546150","39546150-14138","18-24","MALE","BLACK"
"39217534","39217534-14087","UNKNOWN","MALE","BLACK"
"39177407","39177407-14085","<18","MALE","BLACK"
"38772038","38772038-14148","25-44","MALE","BLACK"
"38453943","38453943-13984","<18","MALE","BLACK"
"38404523","38404523-13978","25-44","MALE","BLACK"
"38077256","38077256-13965","25-44","MALE","BLACK"
"37656662","37656662-13926","25-44","MALE","BLACK"
"37656662","37656662-13925","18-24","MALE","BLACK"
"37610459","37610459-14112","18-24","MALE","BLACK"
"37147759","37147759-13849","25-44","MALE","BLACK"
"35890100","35890100-13722","25-44","MALE","BLACK"
"35323546","35323546-13584","18-24","MALE","BLACK"
"35265783","35265783-13566","UNKNOWN","MALE","BLACK"
"28135657","28135657-12181","18-24","MALE","BLACK"
"27389116","27389116-12119","UNKNOWN","MALE","BLACK"
"26640631","26640631-11992","UNKNOWN","MALE","BLACK"
"26326058","26326058-11895","UNKNOWN","MALE","BLACK"
"26326058","26326058-11894","UNKNOWN","MALE","BLACK"
"26269969","26269969-11867","25-44","MALE","BLACK"
"26251920","26251920-11859","UNKNOWN","MALE","BLACK"
"26251920","26251920-11858","UNKNOWN","MALE","BLACK"
"26054098","26054098-11784","25-44","MALE","BLACK"
"26022832","26022832-11920","UNKNOWN","MALE","BLACK"
"25754260","25754260-11669","18-24","MALE","BLACK"
"25607889","25607889-11616","<18","MALE","BLACK"
"25490112","25490112-11567","UNKNOWN","MALE","BLACK"
"25490112","25490112-11566","UNKNOWN","MALE","BLACK"
"25424628","25424628-11538","18-24","MALE","BLACK"
"25327782","25327782-11502","UNKNOWN","MALE","BLACK"
"25327782","25327782-11501","UNKNOWN","MALE","BLACK"
"25327782","25327782-11500","25-44","MALE","BLACK"
"25127996","25127996-11438","25-44","MALE","BLACK"
"24856701","24856701-11334","25-44","MALE","BLACK"
"24773583","24773583-12604","25-44","MALE","BLACK"
"24699537","24699537-11322","UNKNOWN","MALE","BLACK"
"24675454","24675454-14519","18-24","MALE","BLACK"
"24675454","24675454-11571","18-24","MALE","BLACK"
"24675454","24675454-11436","18-24","MALE","BLACK"
"24378764","24378764-11071","25-44","MALE","BLACK"
"24224966","24224966-10991","18-24","MALE","BLACK"
"24157454","24157454-10962","18-24","MALE","BLACK"
"24078699","24078699-10908","<18","MALE","BLACK"
"23957545","23957545-10827","UNKNOWN","MALE","BLACK"
"23957545","23957545-10826","UNKNOWN","MALE","BLACK"
"23945313","23945313-10812","UNKNOWN","MALE","BLACK"
"23920285","23920285-10800","25-44","MALE","BLACK"
"23888267","23888267-10770","<18","MALE","BLACK"
"23846694","23846694-10759","18-24","MALE","BLACK"
"23846687","23846687-10747","25-44","MALE","BLACK"
"23678695","23678695-10632","UNKNOWN","MALE","BLACK"
"23625566","23625566-10598","18-24","MALE","BLACK"
"23625563","23625563-10590","25-44","MALE","BLACK"
"23549339","23549339-10625","UNKNOWN","MALE","BLACK"
"23549339","23549339-10538","UNKNOWN","MALE","BLACK"
"23501820","23501820-10575","25-44","MALE","BLACK"
"23477235","23477235-10492","18-24","MALE","BLACK"
"23444496","23444496-10465","UNKNOWN","MALE","BLACK"
"23421777","23421777-10411","18-24","MALE","BLACK"
